legajo;cargo;fechaDesde;fechaHasta;empresa;computaParaAntig;computaParaVacac;fechaPresentacion;fechaAceptacion;
22;1;19640122;19670509;MUNICIPALIDAD DE AVELLANEDA;S;S;19990201;19990301;
22;1;19710823;19780514;MUNICIPALIDAD DE LANUS;S;S;19990201;19990301;
5193;1;19530515;19580412;ADMINISTRACION PUBLICA;S;S; ;19951231;
5193;2;19530515;19580412;ADMINISTRACION PUBLICA;S;S; ;19951231;
6007;1;19580515;19581022;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6478;1;19511211;19601231;ADMINISTRACION PUBLICA - DEC. NRO.678/70;S;S; ;19951231;
6605;1;19570205;19580313;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
6605;2;19570205;19580313;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6605;1;19570205;19580313;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19580313;
6605;2;19570205;19580313;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19580313;
6633;1;19610502;19731228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6646;3;19810315;19811215;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6646;3;19800315;19801215;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6646;3;19830401;19831130;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6646;3;19790315;19791215;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6646;3;19820401;19821130;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6646;3;19840319;19841214;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6850;1;19550225;19571029;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
6966;1;19620330;19630930;MUNICIPALIDAD DE AVELLANEDA-DEC.629/62;S;S; ;19951231;
6966;1;19490225;19520414;ADMINISTRACION PUBLICA-DEC.761/70;S;S; ;19951231;
7014;1;19620404;19620425;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
7014;2;19620404;19620424;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
7126;1;19621022;19630131;MUNICIPALIDAD DE AVELLANEDA DEC.1714/62;S;S; ;19951231;
7161;1;19531028;19540316;MUNICIPALIDAD CDAD.BS.AS.-DEC.2218/94;S;S; ;19951231;
7161;1;19550730;19570401;HOSP.MILITAR CTRAL.ARGERICH-DEC.1409/94;S;S; ;19951231;
7305;1;19630822;19631017;MUNICIPALIDAD DE AVELLANEDA -DEC.962/63;N;N; ;19951231;
7305;2;19630822;19631017;MUNICIPALIDAD DE AVELLANEDA-DEC.962/63;S;S; ;19951231;
7568;1;19571211;19580717;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
7586;1;19580710;19591106;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
7599;2;19550207;19630320;HOSPITAL RICARDO FINOCHIETTO;S;S; ;19951231;
7599;1;19550207;19630320;HOSPITAL RICARDO FINOCHIETTO;S;S; ;19951231;
7667;1;19570905;19620701;ADMINISTRACION PUBLICA DEC.419/81;S;S; ;19951231;
7908;1;19550727;19570331;ADMINISTRACION PUBLICA-DEC.498/70;S;S; ;19951231;
7928;1;19630712;19631017;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
8754;1;19570110;19570321;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
10043;1;19920313;19960101;H.CAMARA SENADORES BS.AS.DEC.1428/97.-;S;S; ;20121231;
10093;1;19620605;19650430;MUNICIPALIDAD DE AVELLANEDA-DEC.1726/86;S;S; ;20121231;
10115;1;19640205;19650430;MUNICIPALIDAD DE AVELLANEDA EXP.C211.694;S;S; ;19951231;
10314;1;19620219;19850531;MUNICIPALIDAD DE AVELLANEDA-DEC.353/90;S;S; ;20121231;
10419;1;19631101;19640518;MUNICIPALIDAD DE AVELLANEDA DEC.1305/63;S;S; ;19951231;
10419;1;19630813;19631017;MUNICIPALIDAD DE AVELLANEDA DEC.940/63;S;S; ;19951231;
10434;1;19631101;19640417;MUNICIPALIDAD DE AVELLANEDA DEC.1305/63;S;S; ;19951231;
10434;1;19630820;19631017;MUNICIPALIDAD DE AVELLANEDA DEC.956/63;S;S; ;19951231;
10719;1;19660101;19670702;CENTRO 1 Y 7;S;S; ;19951231;
10736;2;19710301;19711231;MUNICIPALIDAD DE AVELLANEDA-DEC.280/71;S;S; ;20121231;
10736;2;19730622;19780321;MUNICIPALIDAD DE AVELLANEDA-DEC.440/73;S;S; ;20121231;
10736;2;19790212;19850818;MUNICIPALIDAD DE AVELLANEDA-DEC.172/79;S;S; ;20121231;
10736;2;19780401;19780430;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;2;19770311;19771231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;2;19760401;19761231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;2;19850819;19851231;MUNICIPALIDAD DE AVELLABNEDA-DEC.1706/85;S;S; ;20121231;
10736;2;19850601;19880214;MUNICIPALIDAD DE AVELLANEDA-DEC.21/86;S;S; ;20121231;
10736;1;19770311;19771231;ADMINISTACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19710301;19711231;MUNICIPALIDAD DE AVELLANEDA-DEC.280/71;S;S; ;20121231;
10736;1;19730622;19780321;MUNICIPALIDAD DE AVELLANEDA-RESOL.440/73;S;S; ;20121231;
10736;1;19790212;19850818;MUNICIPALIDAD DE AVELANEDA-DEC.172/79;S;S; ;20121231;
10736;1;19850819;19851231;MUNICIPALIDAD DE AVELLANEDA-DEC.1706/85;S;S; ;20121231;
10736;2;19610927;19611231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19850601;19880214;MUNICIPALIDAD DE AVELLANEDA-DEC.21/86;S;S; ;20121231;
10736;2;19620622;19621231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19610927;19611231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19620622;19621231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19630318;19631231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19750619;19751231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19760401;19761231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;2;19750619;19751231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;2;19700315;19701215;MUNICIPALIDAD DE AVELLANEDA-DEC.321/70;S;S; ;20121231;
10736;2;19630318;19631231;ADMINISTRACION PUBLICA-DEC.4516/88;S;S; ;20121231;
10736;1;19780401;19780430;ADMINISTRACION PUBLICA DEC. 4516/88;S;S;20130722;19951231;
10736;1;19700315;19701215;MUNICIPALIDAD DE AVELLANEDA DEC. 321/70;S;S; ;20121231;
10773;1;19650310;19661204;MINISTERIO DE SALUD-DEC.428/82;S;S; ;19951231;
10893;1;19650811;19670312;ADMINISTRACION PUBLICA DEC.678/70;S;S; ;19951231;
10893;1;19670313;19680229;MUNICIPALIDAD DE AVELLANEDA DEC.308/67;S;S; ;19951231;
10901;1;19670927;19680229;MUNICIPALIDAD DE AVELLANEDA DEC.1427/67;S;S; ;19951231;
10901;2;19670927;19680229;MUNICIPALIDAD DE AVELLANEDA DEC.1427/67;S;S; ;19951231;
11003;1;19610807;19610930;MUNICIPALIDAD DE AVELLANEDA DEC.829/64;S;S; ;20121231;
11078;1;19640622;19671231;MUNICIPALIDAD DE AVELLANEDA-DEC.1008/64;S;S; ;19951231;
11078;1;19610101;19640403;MUNICIPALIDAD DE AVELLANEDA-DEC.153/61;S;S; ;19951231;
11111;1;19571123;19631017;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
11132;1;19580324;19600209;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11177;2;19690102;19690831;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
11177;1;19690102;19690831;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
11184;1;19621217;19651021;MUNICIPALIDAD DE AVELLANEDA-;S;S; ;19951231;
11184;1;19621217;19651021;MUNICIPALIDAD DE AVELLANEDA-;S;S; ;19951231;
11206;1;19660124;19690113;MA.;S;S; ;19951231;
11258;2;19600201;19620102;HOSP.JUAN A. FERNANDEZ;S;S; ;19951231;
11258;2;19630102;19660910;HOSP.JUAN A. FERNANDEZ;S;S; ;19951231;
11258;2;19620403;19630101;MA.;S;S; ;19951231;
11294;2;19680729;19780504;MUNICIPALIDAD DE AVELLANEDA DEC.1222/68;S;S;19951231;19951231;
11294;1;19680729;19780504;MUNICIPALIDAD DE AVELLANEDA DEC.1222/68;S;S;19951231;19951231;
11328;1;19560216;19611031;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
11328;1;19620401;19631018;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11380;2;19890417;19900331;MUNICIPALIDAD DE AVELLANEDA DEC.1589/89;S;S; ;20121231;
11521;1;19641101;19701231;ADMINISTRACION PUBLICA-DEC.807/72;S;S; ;19951231;
11592;1;19650121;19691031;ADMINISTRACION PUBLICA DEC.1371/72;S;S; ;19951231;
11593;1;19700406;19710531;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
11596;1;19541113;19710531;ADMINISTRACIóN PúBLICA DEC.2022/72;S;S; ;19951231;
11596;2;19541113;19710531;ADMINISTACOóN PúBLICA DEC.2022/72;S;S; ;19951231;
11608;1;19611116;19621231;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11608;1;19630205;19671109;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11630;1;19701215;19710630;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
11681;1;19610308;19610825;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11712;1;19640304;19690618;MUNICIPALIDAD DE AVELLANEDA-DEC.338/64;S;S; ;19951231;
11716;1;19640401;19660930;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11716;1;19620511;19640219;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11716;1;19600305;19610414;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11834;1;19550114;19610414;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11834;1;19540202;19541230;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11836;1;19570827;19580320;MUNICIPALIDAD DE AVELLANEDA DEC.647/58;S;S; ;19951231;
11836;1;19551222;19570319;MUNICIPALIDAD DE AVELLANEDA DEC.521/57;S;S; ;19951231;
11836;2;19570827;19580320;MUNICIPALIDAD DE AVELLANEDA DEC.647/58;S;S; ;19951231;
11836;2;19551222;19570319;MUNICIPALIDAD DE AVELLANEDA DEC.521/57;S;S; ;19951231;
11951;1;19720216;19930301;MUNICIPALIDAD DE AVELLANEDA DEC.216/72;S;S; ;19951231;
11951;1;20010501;20010820;MUNICIPALIDAD DE AVELLANEDA DEC.2300/01;S;S; ;20121231;
11951;1;20010901;20020430;MUNICIPALIDAD DE AVELLANEDA DEC.4246/01;S;S; ;20121231;
11962;1;19611214;19700123;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
11986;1;19690515;19711231;HOSPITAL DE CLINICAS JOSE DE SAN MARTIN;S;S; ;19951231;
11986;1;19710201;19711231;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
11989;1;19600410;19710509;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12023;1;19561127;19630816;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12037;1;19720301;19760422;MUNICIPALIDAD DE AVELLANEDA-DEC.594/72;S;S; ;20121231;
12050;1;19660403;19720331;MINS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19650326;19651130;MINIS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19640306;19641130;MINIS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19620423;19621130;MINIS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19620315;19620421;MINIS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19610313;19611116;MINIS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19600429;19600627;MINIS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19590930;19591008;MINS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12050;1;19590720;19590818;MINS.EDUC.PVCIA.BS AS.DEC.1418/79;S;S; ;19951231;
12050;1;19630315;19631130;MINS.EDUC.PVCIA.BS.AS.DEC.1418/79;S;S; ;19951231;
12051;1;19850901;19991216;H.I.G.A. "PEDRO FIORITO"-DEC.600/00.-;S;S; ;20121231;
12051;1;19681025;19850831;HOSPITAL PEDRO FIORITO DEC.1746/68;S;S; ;20121231;
12168;1;19700315;19701215;MA;N;N; ;19951231;
12168;1;19660629;19661215;MA;N;N; ;19951231;
12168;1;19690315;19691215;MA;N;N; ;19951231;
12168;1;19680315;19681215;MA;N;N; ;19951231;
12168;1;19710801;19711215;MA;N;N; ;19951231;
12168;1;19670301;19671231;MA;N;N; ;19951231;
12179;1;19601021;19631218;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12183;1;19681001;19690531;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12187;1;19680105;19690531;MUNICIPALIDAD DE AVELLANEDA-DEC.28/68;S;S; ;19951231;
12187;1;19710201;19710601;MUNICIPALIDAD DE AVELLANEDA DEC.158/71;S;S; ;19951231;
12234;1;19700804;19720630;MA.;N;N; ;19951231;
12264;1;19700903;19720630;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
12279;1;19650216;19671108;HOP.R.SAN VICENTE PVC.BS.AS.DEC.1408/01;S;S; ;20121231;
12302;1;19720328;19810803;MUNICIPALIDAD DE AVELLANEDA DEC.1305/72;S;S; ;19951231;
12302;1;19810804;19861029;DEC.2421/89;S;S; ;19951231;
12386;1;19550310;19690808;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12476;1;19720901;19730220;MUNICIPALIDAD DE AVELLANEDA-DEC.2109/72;S;S; ;20121231;
12476;1;19730320;19760422;MUNICIPALIDAD DE AVELLANEDA-DEC.200/73;S;S; ;20121231;
12489;1;19600411;19611224;MUNICIPALIDAD DE AVELLANEDA DEC.1417/77;S;S; ;19951231;
12500;1;19610518;19700701;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
12500;2;19610518;19700701;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12515;1;19721121;19730220;MUNICIPALIDAD DE AVELLANEDA DEC.2408/72;S;S; ;19951231;
12642;1;19730301;19730531;MUNICIPALIDAD DE AVELLANEDA-DEC-156/73;N;N; ;20121231;
12642;1;19720927;19721130;MUNICIPALIDAD DE AVELLANEDA-DEC.2187/72;N;N; ;20121231;
12642;1;19730101;19730228;MUNICIPALIDAD DE AVELLANEDA-DEC.79/73;N;N; ;20121231;
12650;1;19730619;19731218;MUNICIPALIDAD DE AVELLANEDA-DEC.567/73;S;S; ;19951231;
12650;1;19740902;19741231;MUNICIPALIDAD DE AVELLANEDA-DEC.1006/74;S;S; ;19951231;
12663;1;19620509;19700608;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12781;1;19730622;19730627;MUNICIPALIDAD DE AVELLANEDA DEC.535/73;S;S; ;19951231;
12781;1;19730801;19760301;MUNICIPALIDAD DE AVELLANEDA DEC.818/73;S;S; ;19951231;
12781;1;19920101;19950701;MUNICIPALIDAD DE AVELLANEDA DEC.29/92;S;S; ;19951231;
12948;1;19571007;19731126;TELEGRAFOS PVCA. BS.AS.DEC.1431/78;S;S; ;19951231;
12962;1;19730315;19860228;MUNICIPALIDAD DE AVELLANEDA-DEC.1726/86;S;S; ;20121231;
12962;2;19730315;19860228;MUNICIPALIDAD DE AVELLANEDA-DEC.1726/86;S;S; ;20121231;
12977;1;19620507;19621219;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12977;1;19700129;19700616;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12977;1;19570118;19571029;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
12977;1;19650513;19660304;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13009;1;19681111;19700812;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13179;2;19740826;19790809;MUNICIPALIDAD DE AVELLANEDA-DEC.889/74;S;S; ;19951231;
13201;1;19740624;19750831;BANCO DE LA CIUDAD DE BS.AS.-DEC.148/89;S;S; ;19951231;
13201;2;19740624;19750831;BANCO DE LA CIUDAD DE BS.AS. DEC. 148/89;S;S; ;19951231;
13223;2;19720727;19780411;MUNICIPALIDAD DE AVELLANEDA DEC.1470/72;S;S; ;19951231;
13223;1;19720727;19780411;MUNICIPALIDAD DE AVELLANEDA DEC.1470/72;S;S; ;19951231;
13223;1;19720727;19780411;MUNICIPALIDAD DE AVELLANEDA DEC.1470/72;S;S;19951231;19951231;
13311;1;19730919;19731202;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13311;1;19730919;19731202;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13311;1;19740507;19741130;MUNICIPALIDAD DE AVELLANEDA DEC. 880/74;S;S; ;19951231;
13311;1;19740507;19741130;MUNICIPALIDAD DE AVELLANEDA DEC. 880/74;S;S; ;19951231;
13333;2;19740424;19741215;MUNICIPALIDAD DE AVELLANEDA-DEC.2831/74;S;S; ;20121231;
13333;1;19740424;19741215;MUNICIPALIDAD DE AVELLANEDA-DEC.2831/74;S;S; ;20121231;
13353;1;19690828;19710701;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13370;1;19760226;19830211;MUNICIPALIDAD DE AVELLANEDA DEC.166/76;S;S;19951231;19951231;
13370;1;19970922;19971201;MUNICIPALIDAD AVELLANEDA;S;S;20120706;20121231;
13396;1;19610822;19691028;MUNICIPALID DE AVELLANEDA;S;S; ;19951231;
13405;1;19690409;19691229;MUNICIPALIDAD DE AVELLANEDA DEC.514/69;S;S; ;19951231;
13436;1;19610512;19730425;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13445;1;19650513;19720628;MUNICIPALIDAD DE AVELLANEDA DEC.595/65;S;S; ;19951231;
13522;1;19760917;19770701;MUNICIPALIDAD DE AVELLANEDA DEC.1028/76;S;S; ;19951231;
13525;2;19651231;19760926;CORREOS Y TELECOMUNICACIONES DEC.125/93;S;S; ;19951231;
13525;1;19651231;19760926;CORREOS Y TELECOMUNICACIONES DEC.125/93;S;S; ;19951231;
13633;1;19730901;19770617;MUNIC.DE AVELLANEDA DEC.922/73;S;S; ;19951231;
13633;1;20001101;20020430;MUNICIPALIDAD DE AVELLANEDA DEC.4829/00;S;S; ;20121231;
13687;1;19560731;19580120;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13700;1;19731210;19740331;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
13700;1;19710801;19720630;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
13760;1;19810707;19840930;E.N.TEC.NRO.9-EXP.P-14.334/84;S;S; ;19951231;
13760;1;19710922;19770410;E.N.TEC.NRO.9-EXP.P-14.334/84;S;S; ;19951231;
13760;1;19770411;19810707;MUNICIPALIDAD DE AVELLANEDA-DEC.415/77;S;S; ;19951231;
13764;2;19760501;19761230;MUNICIPALIDAD DE AVELLANEDA-DEC.506/76;S;S; ;20121231;
13764;2;19750101;19751031;MUNICIPALIDAD DE AVELLANEDA-DEC.437/75;S;S; ;20121231;
13770;1;19750315;19751215;MUNICIPALIDAD DE AVELLANEDA-DEC.311/75;S;S; ;20121231;
13770;1;19770419;19800630;MUNICIPALIDAD DE AVELLANEDA-DEC.423/77;S;S; ;20121231;
13770;1;19760501;19761231;MUNICIPALIDAD DE AVELLANEDA-DEC.566/76;S;S; ;20121231;
13770;1;19720501;19721215;MUNICIPALIDAD DE AVELLANEDA-DEC.1508/72;S;S; ;20121231;
13770;1;19800601;19850531;MUNICIPALIDAD DE AVELLANEDA-DEC.1115/80;S;S; ;20121231;
13770;1;19740315;19741215;MUNICIPALIDAD DE AVELLANEDA-DEC.429/74;S;S; ;20121231;
13770;1;19770315;19770418;MUNICIPALIDAD DE AVELLANEDA-DEC.353/77;S;S; ;20121231;
13770;1;19730401;19731231;MUNICIPALIDAD DE AVELLANEDA-DEC.268/73;S;S; ;20121231;
13809;1;19740401;19741215;MUNICIPALIDAD DE AVELLANEDA DEC.524/74;S;S; ;20121231;
13809;2;19741216;19760915;CONSEJO PROV.DIF.CULT.TUCUMAN DEC1028/77;S;S; ;20121231;
13809;2;19630101;19740331;CONSEJO PROV.DIF.CULT.TUCUMAN DEC1028/77;S;S; ;20121231;
13809;1;19770101;19850531;MUNICIPALIDAD DE AVELLANEDA DEC.514/77;S;S; ;20121231;
13809;1;19630101;19740331;CONSEJO PROV.DIF.CULT.TUCUMAN DEC1028/77;S;S; ;20121231;
13809;2;19740401;19741215;MUNICIPALIDAD DE AVELLANEDA DEC.524/74;S;S; ;20121231;
13809;2;19760916;19761215;MUNICIPALIDAD DE AVELLANEDA DEC.1020/76;S;S; ;20121231;
13809;2;19770101;19850531;MUNICIPALIDAD DE AVELLANEDA DEC.514/77;S;S; ;20121231;
13809;1;19741216;19760915;CONSEJO PROV.DIF.CULT.TUCUMAN DEC1028/77;S;S; ;20121231;
13809;1;19760916;19761215;MUNICIPALIDAD DE AVELLANEDA DEC.1020/76;S;S; ;20121231;
13810;2;19920420;19930301;ESCUELA DE BELLAS ARTES (RIO NEGRO);S;S; ;19951231;
13810;1;19920420;19930301;ESCUELA DE BELLAS ARTES (RIO NEGRO);S;S; ;19951231;
13810;2;19880418;19881231;CTRO.POLIVALENTE ARTE-CHUBUT-DEC.1386/94;S;S; ;19951231;
13810;1;19880418;19881231;CTRO.POLIVALENTE ARTE-CHUBUT-DEC.1386/94;S;S; ;19951231;
13810;1;19760501;19880417;MUNICIPALIDAD  DE AVELLANEDA;S;S;20151013;19951231;
13810;2;19890101;19920419;MUNICIPALIDAD DE AVELLANEDA;S;S;20151013;19951231;
13810;1;19890101;19920419;MUNICIPALIDAD DE AVELLANEDA;S;S;20151013;19951231;
13810;2;19760501;19880417;MUNICIPALIDAD DE AVELLANEDA;S;S;20151013;19951231;
13813;1;19710215;19711115;MUNICIPALIDAD DE AVELLANEDA DEC.312/71;S;S; ;20121231;
13813;1;19720315;19721215;MUNICIPALIDAD DE AVELLANEDA-DEC.456/72;S;S; ;20121231;
13813;2;19770315;19850531;MUNICIPALIDAD DE AVELLANEDA-DEC.352/77;S;S; ;20121231;
13813;2;19760501;19761231;MUNICIPALIDAD DE AVELLANEDA-DEC.566/76;S;S; ;20121231;
13813;2;19750315;19751215;MUNICIPALIDAD DE AVELLANEDA-DEC.311/75;S;S; ;20121231;
13813;2;19740315;19741215;MUNICIPALIDAD DE AVELLANEDA-DEC.429/74;S;S; ;20121231;
13813;2;19730401;19731231;MUNICIPALIDAD DE AVELLANEDA-DEC.268/73;S;S; ;20121231;
13813;2;19720315;19721215;MUNICIPALIDAD DE AVELLANEDA-DEC.456/72;S;S; ;20121231;
13813;2;19710215;19711115;MUNICIPALIDAD DE AVELLANEDA-DEC.312/71;S;S; ;20121231;
13813;2;19700315;19701215;MUNICIPALIDAD DE AVELLANEDA-DEC.271/70;S;S; ;20121231;
13813;2;19690315;19691215;MUNICIPALIDAD DE AVELLANEDA-DEC.680/69;S;S; ;20121231;
13813;1;19730401;19731231;MUNICIPALIDAD DE AVELLANEDA-DEC.268/73;S;S; ;20121231;
13813;1;19750315;19751215;MUNICIPALIDAD DE AVELLANEDA-DEC.311/75;S;S; ;20121231;
13813;1;19760501;19761231;MUNICIPALIDAD DE AVELLANEDA-DEC.566/76;S;S; ;20121231;
13813;1;19770315;19850531;MUNICIPALIDAD DE AVELLANEDA-DEC.352/77;S;S; ;20121231;
13813;2;19680315;19681215;MUNICIPALIDAD DE AVELLANEDA-DEC.393/68;S;S; ;20121231;
13813;1;19740315;19741215;MUNICIPALIDAD DE AVELLANED-DEC.429/74;S;S; ;20121231;
13813;1;19680315;19681215;MUNICIPALIDAD DE AVELLANEDA-DEC.393/68;S;S; ;20121231;
13813;1;19690315;19691215;MUNICIPALIDAD DE AVELLANEDA-DEC.680/69;S;S; ;20121231;
13813;1;19700315;19701215;MUNICIPALIDAD DE AVELLANEDA-DEC.271/70;S;S; ;20121231;
13859;1;19760315;19761215;MUNICIPALIDAD DE AVELLANEDA-DEC.204/76;S;S; ;19951231;
13859;1;19750315;19751215;MUNICIPALIDAD DE AVELLANEDA-DEC.304/75;S;S; ;19951231;
13879;1;19701211;19730601;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
13895;1;19520801;19680531;LINEAS MARITIMAS ARGENTINAS DEC.61/78;S;S; ;19951231;
13930;1;19720315;19770915;SERV.NAC.DE AGUA POTABLE DEC.1360/78;S;S; ;19951231;
13980;1;19930701;19960426;I.O.M.A-DEC.827/97;S;S; ;20121231;
13986;1;19690822;19700126;MUNICIPALIDAD DE AVELLANEDA DEC.1377/69;S;S; ;19951231;
13986;1;19700317;19700910;MUNICPALIDAD DE AVELLANEDA DEC.347/70;S;S; ;19951231;
13986;1;19600126;19650928;REC.ANTIGUEDAD FERROCARILES ARGENTINOS;S;S; ;19951231;
14055;1;19650101;19700613;MUNICIPALIDAD DE AVELLANEDA DEC.35/65;S;S; ;19951231;
14055;1;19630711;19641231;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
14067;1;19720202;19770505;MUNICIPALIDAD DE AVELLANEDA-DEC.200/72;S;S; ;19951231;
14126;1;19780117;19780301;MUNICIPALIDAD DE AVELLANEDA DEC.52/78;S;S; ;19951231;
14167;2;19960101;19961017;MUNICIPALIDAD DE AVELLANEDA DEC.222/78;S;S; ;20121231;
14167;1;19960101;19961017;MUNICIPALIDAD DE AVELLANEDA DEC.222/78;S;S; ;20121231;
14167;1;19780213;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.222/78;S;S; ;19951231;
14167;2;19780213;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.222/78;S;S; ;19951231;
14255;2;19731008;19780112;MUNICIPALIDAD DE AVELLANEDA DEC.1033/73;S;S; ;19951231;
14255;1;19731008;19780112;MUNICIPALIDAD DE AVELLANEDA-DEC.1033/73;S;S; ;19951231;
14263;1;19770113;19770416;MUNICIPALIDAD DE AVELLANEDA DEC.40/77;S;S; ;19951231;
14300;2;19780727;19781130;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
14300;1;19780727;19781130;MUNICIPALIDAD DE AVELLANEDA;N;N; ;19951231;
14303;1;19701217;19771024;MUNIC.FLORENCIO VARELA EXP.H 15850/86;S;S; ;19951231;
14309;1;19730801;19780510;MUNICIPALIDAD DE AVELLANEDA-DEC.754/73;S;S; ;19951231;
14309;1;19721113;19730223;MUNICIPALIDAD DE AVELLANEDA-DEC.2381/72;S;S; ;19951231;
14312;1;19550311;19641203;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
14312;2;19550311;19641203;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
14380;1;19560109;19771001;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
