legajo;cargo;fechaDesde;fechaHasta;empresa;computaParaAntig;computaParaVacac;fechaPresentacion;fechaAceptacion;
19113;1;19660128;19760324;M.DE AVELLANEDA EXP.C24278766;S;S; ;19951231;
19113;1;19960101;19971209;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19114;1;19891218;19901003;MUNICIPALIDAD DE AVELLANEDA DEC. 4469/89;S;S; ;19951231;
19114;1;19901004;19910402;MUNICIPALIDAD DE AVELLANEDA DEC. 2751/90;S;S; ;19951231;
19114;1;19931209;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19114;1;19960101;20000529;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19114;1;20010201;20011030;MUNICIPALIDAD DE AVELLANEDA DEC. 588/01;S;S; ;20121231;
19114;1;19851227;19891101;MUNICIPALIDAD DE AVELLANEDA DEC. 2133/85;S;S; ;19951231;
19114;1;20011210;20071222;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19114;2;19900307;19901003;MUNICIPALIDAD DE AVELLANEDA DEC.;S;S; ;20121231;
19114;2;19880630;19891101;MUNICIPALIDAD DE AVELLANEDA DEC.2747/88;S;S; ;20121231;
19114;2;19901004;19910402;MUNICIPALIDAD DE AVELLANEDA DEC.2751/90;S;S; ;20121231;
19114;2;19931209;19971209;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19114;2;19871211;19880629;MUNICIPALIDAD DE AVELLANEDA DEC.2978/87;S;S; ;20121231;
19114;2;19891218;19900306;MUNICIPALIDAD DE AVELLANEDA DEC.4469/89;S;S; ;20121231;
19114;2;19851227;19871210;MUNICIPALIDAD DE AVELLANEDA DEC.2133/85;S;S; ;20121231;
19114;3;19960101;19971209;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19114;3;19991220;20000529;MUNICIPALIDAD DE AVELLANEDA DEC.7842/99;S;S; ;20121231;
19114;3;19931209;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19114;3;19891218;19910402;MUNICIPALIDAD DE AVELLANEDA DEC.4469/89;S;S; ;19951231;
19114;3;19851227;19891101;MUNICIPALIDAD DE AVELLANEDA DEC.2133/85;S;S; ;19951231;
19116;1;19960101;19980107;MUNICIPALIDAD DE AVELLANEDA DEC.2867/93;S;S; ;20121231;
19116;1;19931210;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.2867/93;S;S; ;19951231;
19121;1;19931210;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.180/93;S;S; ;20121231;
19125;1;19911218;19930531;MUNICIPALIDAD DE AVELLANEDA-DEC.12/92;S;S; ;20121231;
19125;1;19931210;19971101;MUNICIPALIDAD DE AVELLANEDA-DEC.180/93;S;S; ;20121231;
19130;1;19931210;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.180/93;S;S; ;20121231;
19133;1;19920901;19920930;MUNICIPALIDAD DE AVELLANEDA DEC. 145/92;S;S; ;19951231;
19133;1;19911218;19920630;MUNICIPALIDAD DE AVELLANEDA DEC. 12/92;S;S; ;19951231;
19144;2;19950401;19951231;MUNICIPALIDAD DE AVELLANEDA DEC. 32/95;S;S; ;19951231;
19144;2;19960101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC. 7/96;S;S; ;20121231;
19144;2;19930601;19950228;MUNICIPALIDAD DE AVELLANEDA DEC. 68/93;S;S; ;19951231;
19144;1;19930601;19950228;MUNICIPALIDAD DE AVELLANEDA DEC. 68/93;S;S; ;19951231;
19144;1;19960101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC. 7/96;S;S; ;20121231;
19144;1;19950401;19951231;MUNICIPALIDAD DE AVELLANEDA DEC. 32/95;S;S; ;19951231;
19146;1;19931210;19940930;MUNICIPALIDAD DE AVELLANEDA;S;S;19951231;19951231;
19146;1;19931001;19931130;MUNICIPALIDAD DE AVELLANEDA;S;S;19951231;19951231;
19146;1;19930601;19930831;MUNICIPALIDAD DE AVELLANEDA;S;S;19951231;19951231;
19150;2;19931210;19941101;MUNICIPALIDAD DE AVELLANEDA-DEC.179/93;S;S; ;20121231;
19150;2;19930601;19931130;MUNICIPALIDAD DE AVELLANEDA-DEC68/93;S;S; ;20121231;
19153;1;19930504;19931130;E.E. NRO.508 LANUS-DEC.1402;S;S; ;19951231;
19153;1;19870727;19890228;JARDIN INFANTES NRO.928 LANUS-DEC.1402;S;S; ;19951231;
19153;1;19920319;19930228;JARDIN INFANTES NRO.928 LANUS-DEC.1402;S;S; ;19951231;
19153;1;19890306;19920228;JARDIN INFANTES NRO.928 LANUS-DEC.1402;S;S; ;19951231;
19153;1;19930308;19930503;JARDIN INFANTES NRO.928 LANUS-DEC.1402;S;S; ;19951231;
19155;1;19931001;19931130;MUNICIPALIDAD DE AVELLANEDA-DEC.144/93;S;S; ;20121231;
19155;1;19721011;19920831;S.E.G.B.A.- DECRETO N° 1394/94;S;S; ;19951231;
19155;2;19931001;19931130; ;S;S;19951231;19951231;
19155;2;19940101;19951231; ;S;S;19951231;19951231;
19155;2;19721011;19920831; ;S;S;19951231;19951231;
19155;2;19960101;19971130; ;S;S;19971130;20121231;
19155;2;19720503;19720930; ;S;S;19951231;19951231;
19157;1;19891211;19900630;MUNICIPALIDAD DE AVELLANEDA-DEC.122/89;N;N; ;20121231;
19157;1;19881201;19891101;MUNICIPALIDAD DE AVELLANEDA-DEC.93/88;N;N; ;20121231;
19157;1;19931210;19970701;MUNICIPALIDAD DE AVELLANEDA-DEC.5/94;S;S; ;20121231;
19157;1;19911218;19931130;MUNICIPALIDAD DE AVELLANEDA-DEC.12/92;N;N; ;20121231;
19157;1;19900701;19911210;MUNICIPALIDAD DE AVELLANEDA-DEC.76/90;S;S; ;20121231;
19164;2;19980601;19991231;H.C.DIPUTADOS PVCIA.BS.AS.DEC.1195/00;S;S; ;20121231;
19164;2;19940101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC.9 HCD;S;S; ;20121231;
19164;1;19980601;19991231;H.C.DIPUTADOS PVCIA.BS.AS.DEC.1195/00;S;S; ;20121231;
19164;1;19940101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC.9 H.C.D.;S;S; ;20121231;
19164;2;19940101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC.9 HCD;S;S; ;20121231;
19164;1;19980601;19991231;H.C.DIPUTADOS PVCIA.BS.AS.DEC.1195/00;S;S; ;20121231;
19164;1;20010604;20071231;MUNIC.AVELLANEDA DTO.2813/01;S;S;20100106;20121231;
19164;2;19980601;19991231;H.C.DIPUTADOS PVCIA.BS.AS.DEC.1195/00;S;S; ;20121231;
19164;1;20010604;20071231;MUNIC.AVELLANEDA DTO.2813/01;S;S;20100106;20121231;
19164;1;19960101;19971231;MUNICIPAL.DE AVELLANEDA DEC 9 H.C.D.;S;S;19971231;20121231;
19164;1;19940101;19951231;MUNICIPALIDAD DE AVELLANEDA DEC9 H.C.D.;S;S;19951231;19951231;
19167;1;19951217;19991217;CONCEJAL ELECTO;S;S; ;20000131;
19169;1;19901001;19901029;MUNICIPALIDAD DE AVELLANEDA (H.C.D.);S;S; ;19951231;
19169;1;19910101;19911217;MUNICIPALIDAD DE AVELLANEDA (H.C.D.);S;S; ;19951231;
19169;1;19920113;19930531;MUNICIPALIDAD DE AVELLANEDA (H.C.D.);S;S; ;19951231;
19171;1;19870910;19910426;MUNICIPALIDAD DE AVELLANEDA DEC.1531/87;S;S; ;19951231;
19182;1;19920421;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.1137/92;S;S; ;19951231;
19182;1;19870101;19920415;MUNICIPALIDAD DE AVELLANEDA-DEC.405/87;S;S; ;19951231;
19182;1;19860821;19861231;MUNICIPALIDAD DE AVELLANEDA-DEC.1886/86;S;S; ;19951231;
19182;2;19860821;19861231;MUNICIPALIDAD DE AVELLANEDA DEC. 1886/86;S;S; ;20121231;
19182;2;19870101;19920415;MUNICIPALIDAD DE AVELLANEDA DEC. 405/87;S;S; ;20121231;
19182;2;19920421;19940228;MUNICIPALIDAD DE AVELLANEDA DEC. 1137/92;S;S; ;20121231;
19183;2;19911216;19920301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19183;2;19920316;19940228;MUNICIPALIDAD DE AVELLANEDA DEC.788/92;S;S; ;20121231;
19183;1;19920316;19940228;MUCIPALIDAD DE AVELLANEDA DEC.788/92;S;S; ;20121231;
19183;1;19911216;19920301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19183;1;19910311;19911207;MUNICIPALIDAD DE AVELLANEDA DEC.1154/91;S;S; ;20121231;
19183;2;19910311;19911207;MUNICIPALIDAD DE AVELLANEDA DEC.1154/91;S;S; ;20121231;
19186;1;19910404;19911207;MUNICIPALIDAD DE AVELLANEDA DEC.1222-91;S;S; ;19951231;
19186;1;19921216;19930301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19186;1;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA DEC.788/92;S;S; ;19951231;
19186;1;19901216;19901221;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19186;1;19900919;19901207;MUNIPALIDAD DE AVELLANEDA DEC.N°2741/90;S;S; ;19951231;
19186;1;19911216;19920301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19186;1;19930806;19930822;MUNICIPALIDAD DE AVELLANEDA DEC.2197/93;S;S; ;19951231;
19186;1;19931216;19940216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19186;1;19930308;19930709;MUNICIPALIDAD DE AVELLANEDA DEC. 834/93;S;S; ;19951231;
19186;1;19930928;19931210;MUNICIPALIDAD DE AVELLANEDA DEC.2424/93;S;S; ;19951231;
19191;1;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA-DEC.834/93;S;S; ;19951231;
19191;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19191;1;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;19951231;
19191;1;19921216;19930301;MUNICIPALIDASD DE AVELLANEDA;S;S; ;19951231;
19191;2;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;19951231;
19191;2;19940301;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;19951231;
19191;2;19960101;20121231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;20121231;
19191;2;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;19951231;
19191;2;20130101;20140511;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;20140703;
19191;2;19921216;19930301;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;19951231;
19191;2;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA;S;S;20140703;19951231;
19192;1;19921216;19930301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19192;1;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;19951231;
19192;1;19910325;19920224;MUNICIPALIDAD DE AVELLANEDA-DEC.1222/91;S;S; ;19951231;
19192;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19192;1;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA-DEC.834/93;S;S; ;19951231;
19194;1;19930308;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S;20170807;19951231;
19194;1;19910410;19910510;MUNICIPALIDAD DE AVELLANEDA;S;S;20170807;19951231;
19194;1;19920316;19930228;MUNICIPALIDAD DE AVELLANEDA;S;S;20170807;19951231;
19196;1;19930317;19931210;JARDIN MUNICIPAL NRO.33-DEC.1051/93;S;S;19930520;19951231;
19196;1;19920413;19930228;JARDIN DE INFANTES NRO.26-DEC.NRO.1137;S;S; ;19951231;
19196;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19196;2;19960101;20121231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;20121231;
19196;2;19940301;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;19951231;
19196;2;20130101;20140403;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;20140801;
19196;2;19920413;19930228;JARDIN DE INFANTES Nº 26 DEC. 1137.-;S;S; ;20121231;
19196;2;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19196;2;19930317;19931210;JARDIN DE INFANTES Nº 33 DEC. 1051/93;S;S; ;20121231;
19197;2;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA DEC. 834/93;S;S; ;20121231;
19197;2;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19197;2;19920518;19921201;MUNICIPALIDAD DE AVELLANEDA DEC. 1298/92;S;S; ;20121231;
19197;2;19921216;19930216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19197;1;19921216;19930216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19197;1;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA-DEC.834/93;S;S; ;19951231;
19197;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19197;1;19920518;19921201;MUNICIPALIDAD DE AVELLANEDA-DEC.1298/92;S;S; ;19951231;
19198;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19198;1;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA-DEC.834/93;S;S; ;20121231;
19198;1;19920316;19930228;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;20121231;
19198;2;19920316;19930228;MUNICIPALIDAD AVELLANEDA DEC. 788/92;S;S;20100921;20121231;
19198;2;19931216;19940228;MUNICIPALIDAD AVELLANEDA REC. ESCOLAR;S;S;20100921;20121231;
19198;2;19930308;19931210;MUNICIPALIDAD AVELLANEDA DEC. 834/93;S;S;20100921;20121231;
19201;1;19930301;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.729/93;S;S; ;20121231;
19201;1;19921216;19930228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19201;1;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;20121231;
19202;1;19940301;19940809;MUNICIPALIDAD DE AVELLANEDA-DEC.319/94;S;S; ;20121231;
19202;1;19930308;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.729/93;S;S; ;20121231;
19202;1;19940921;19941210;MUNICIPALIDAD DE AVELLANEDA-DEC.3654/94;S;S; ;20121231;
19202;1;19951216;19960301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19202;1;19920316;19930228;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;20121231;
19202;1;19941216;19950301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19202;1;19960311;19961216;MUNICIPALIDAD DE AVELLANEDA-DEC.716/96;S;S; ;20121231;
19202;1;19950306;19951210;MUNICIPALIDAD DE AVELLANEDA-DEC.900/95;S;S; ;20121231;
19202;1;19961217;19970301;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19203;2;19930308;19940228;MUNICIPALIDAD DE AVELLANEDA DEC.729/93;S;S; ;20121231;
19203;2;19920316;19930228;MUNICIPALIDAD DE AVELLANEDA DEC.37/92;S;S; ;20121231;
19203;2;19940301;20000803;MUNICIPALIDAD DE AVELLANEDA DEC. 319/94;S;S; ;20121231;
19204;1;19910813;19911207;MUNICIPALIDAD DE AVELLANEDA-DEC.2166/91;S;S; ;19951231;
19204;1;19920316;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;19951231;
19204;1;19911208;19920108;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19205;1;19921216;19930228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19205;1;19920316;19921207;JARDIN MUNICIPAL NRO.21-DEC.788/92;S;S; ;19951231;
19206;1;19921216;19930216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19206;1;19930810;19931210;MUNICIPALIDAD DE AVELLANEDA-DEC. 2197/93;S;S; ;19951231;
19206;1;19920617;19921207;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19206;1;19930318;19930731;MUNICIPALIDAD DE AVELLANEDA DEC.1051/93;S;S; ;19951231;
19206;1;19920406;19920609;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19206;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19206;1;19931211;19931215;ESCUELA N° 910 - QUILMES;S;S;20170711;19951231;
19208;1;19910905;19911207;MUNICIPALIDAD DE AVELLANEDA-DEC.2203/91;S;S; ;20121231;
19208;1;19911216;19920116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19208;2;19930301;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.729/93;S;S; ;20121231;
19208;2;19921216;19930228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19208;1;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;20121231;
19208;2;19911216;19920116;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19208;1;19921216;19930228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19208;2;19920316;19921207;MUNICIPALIDAD DE AVELLANEDA-DEC.788/92;S;S; ;20121231;
19208;1;19930301;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.729/93;S;S; ;20121231;
19208;2;19910905;19911207;MUNICIPALIDAD DE AVELLANEDA-DEC.2203/9L;S;S; ;20121231;
19212;1;19920508;19920522;MUNICIPALIDAD DE AVELLANEDA-DEC.1298/92;S;S; ;19951231;
19212;1;19920717;19921127;MUNICIPALIDAD DE AVELLANEDA-DEC.1964/92;S;S; ;19951231;
19212;1;19920615;19920629;MUNICIPALIDAD DE AVELLANEDA-DEC.1730/92;S;S; ;19951231;
19212;1;19920706;19920716;MUNICIPALIDAD DE AVELLANEDA-DEC.1964/92;S;S; ;19951231;
19212;1;19930309;19940228;MUNICIPALIDA DE AVELLANEDA-DEC.834/93;S;S; ;19951231;
19212;1;19921216;19930116;MUINCIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19213;1;19941024;19941220;MUNICIPALIDAD DE AVELLANEDA;S;S;20170711;19951231;
19213;1;19941221;19960228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19213;1;19920504;19930228;MUNICIPALIDAD DE AVELLANEDA-DEC.1298/92;S;S; ;20121231;
19213;1;19940301;19941023;MUNICIPALIDAD DE AVELLANEDA-DEC.319/94;S;S; ;20121231;
19213;1;19930309;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.834/93;S;S; ;20121231;
19215;1;19931216;19940216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19215;1;19930503;19931210;MUNICIPALIDAD DE AVELLANEDA-DEC.1268/93;S;S; ;19951231;
19215;1;19921216;19930216;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19215;1;19920513;19920624;MUNICIPALIDAD DE AVELLANEDA-DEC.1298/92;S;S; ;19951231;
19215;1;19920401;19920501;MUNICIPALIDAD DE AVELLANEDA-DEC.1042/92;S;S; ;19951231;
19215;1;19920803;19921207;MUNICIPALIDAD DE AVELLANEDA-DEC.2056/92;S;S; ;19951231;
19216;2;20150701;20210630;UNIVERSIDAD NACIONAL DE SAN MARTIN;S;S; ;20211207;
19216;2;19960101;20100228;MUNICIPALIDAD DE AVELLANEDA;S;S;20210721;20121231;
19216;2;19920316;19930228;MUNICIPALIDAD DE AVELLANEDA DEC 1964/92;S;S;20210721;19951231;
19216;2;19940301;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S;20210721;19951231;
19216;2;19930301;19940228;MUNICIPALIDAD DE AVELLANDA DEC 729/93;S;S;20210721;19951231;
19216;1;19920316;19930228;MUNICIPALIDAD DE AVELLANEDA-DEC.1964/92;S;S; ;20121231;
19216;1;19930301;19940228;MUNICIPALIDAD DE AVELLANEDA-DEC.729/93;S;S; ;20121231;
19217;2;20150710;20151106;MUNICIPALIDAD DE AVELLANEDA;S;S;20160629;20160629;
19217;2;20150518;20150527;MUNICIPALIDAD DE AVELLANEDA;S;S;20160629;20160629;
19217;2;20150602;20150708;MUNICIPALIDAD DE AVELLANEDA;S;S;20160629;20160629;
19217;2;20151107;20160314;MUNICIPALIDAD DE AVELLANEDA;S;S;20160718;20160718;
19217;1;19920413;19930327;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;19951231;
19217;2;20130101;20140701;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;20140801;
19217;1;19930412;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;19951231;
19217;2;19930412;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801;20121231;
19217;2;19960101;20121231;MUNICIPALIDAD DE AVELLANEDA;S;S;20140801; ;
19217;2;20140702;20150517;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20150616;
19217;2;19920413;19930327;MUNICIPALIDAD DE AVELLANEDA;S;S;19951231;19951231;
19218;1;19930308;19931210;MUNICIPALIDAD DE AVELLANEDA DEC. 834/93;S;S; ;20121231;
19218;1;19931216;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S; ;20121231;
19218;1;19911028;19920228;DIR.GRAL.EDU.Y CUL.PCIA.B.A.DEC.2870/02;S;S; ;20121231;
19218;1;19930305;19930307;DIR.GRAL.EDU.Y CUL.PCIA.B.A.DEC.2870/02;S;S; ;20121231;
19218;1;19920317;19920330;DIR.GRAL.EDU.Y CUL.PCIA.B.A.DEC.2870/02;S;S; ;20121231;
19218;1;19931211;19931215;ESCUELA N° 58;S;N;20180102;19951231;
19218;1;19920331;19930228;MUNICIPALIDAD DE AVELLANEDA DEC. 1042/92;S;S; ;20121231;
19219;1;19920317;19940228;MUNICIPALIDAD DE AVELLANEDA;S;S;20171006;19951231;
19219;1;19880306;19920316;DIR. GRAL. DE ESCUELAS  Y CULT BS.AS.;S;S;20171006;19951231;
19219;1;19870302;19880228;DIR. GRAL. DE ESCUELAS  Y CULT BS.AS.;S;S;20171006;19951231;
19220;1;19960101;20000220;MUNICIPALIDAD DE AVELLANEDA;S;S;20170807;20121231;
19220;1;19920601;19951231;MUNICIPALIDAD DE AVELLANEDA;S;S;20170807; ;
19221;1;19810602;19940303;COMI.NAC.ENRG.ATOMICA-DEC.1363/93;S;S; ;19951231;
19221;1;19790418;19810601;FABRICACIONES MILITARES-DEC.1363/94;S;S; ;19951231;
19224;1;19930601;19940320;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19224;1;19920901;19930531;MUNICIPALIDAD DE AVELLANEDA (H.C.D.);S;S; ;19951231;
19224;1;19920501;19920831;MUNICIPALIDAD DE AVELLANEDA;S;S; ;19951231;
19227;2;19940201;19971231;MUNICIPALIDAD DE AVELLANEDA DEC.28/94;S;S; ;20121231;
19227;2;20021101;20021231;MUNICIPALIDAD DE AVELLANEDA DEC.130/02;S;S; ;20121231;
19227;2;19800214;19920528;SER.ELECTRICOS GRN.BS.AS.DEC.2501/03;S;S; ;20121231;
19230;1;19740523;19761123;SUBTERRANEOS BUENOS AIRES;S;S;19941125;19951231;
19230;1;19831210;19871210;MUNICIPALIDAD DE MERLO;S;S;19941125;19951231;
19230;1;19880201;19891130;CONGRESO DE LA NACION;S;S;19941124;19951231;
19231;1;19840901;19940531;H.CAMARA DIPUTADO NACION-DEC.1738/94;S;S; ;19951231;
19232;1;19840301;19910331;ACCION SOCIAL PCIA.BS.AS.-DEC.1361/92;S;S; ;19951231;
19232;1;19700101;19840228;GOBERNACION PCIA.BS.AS.-DEC.1361/92;S;S; ;19951231;
19235;1;19960101;19991217;MUNICIPALIDAD DE AVELLANEDA DEC. 1149/94;S;S; ;20121231;
19235;1;19940601;19951231;MUNICIPALIDAD DE AVELLANEDA DEC. 1149/94;S;S; ;19951231;
19236;1;20000401;20000430;MUNICIPALIDAD DE AVELLANEDA DEC. 64/00;S;S; ;20121231;
19236;1;19920501;19940630;MUNICIPALIDAD DE AVELLANEDA;S;S;19951231;19951231;
19236;2;19920501;19940630;MUNICIPALIDAD AVELLANEDA;S;S;19951231;19951231;
19236;2;19940701;19951231;MUNICIPALIDAD DE AVELLANEDA-DE C.1390/94;S;S; ;19951231;
19236;1;19940701;19951231;MUNICIPALIDAD DE AVELLANEDA-DEC.1390/94;S;S; ;19951231;
19236;1;19960101;19991217;MUNICIPALIDAD DE AVELLANEDA-DEC.1390/94;S;S; ;20121231;
19236;2;19960101;19991217;MUNICIPALIDAD DE AVELLANEDA-DEC.1390/94;S;S; ;20121231;
19236;2;20000401;20000430;MUNICIPALIDAD AVELLANEDA;S;S;20100518;20121231;
19238;1;19960101;19960301;MUNICIPALIDAD DE AVELLANEDA DEC. 59/96;S;S; ;20121231;
19238;1;19920501;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.1130/92;S;S; ;19951231;
19238;1;20001101;20010820;MUNICIPALIDAD DE AVELLANEDA DEC.5671/00;S;S; ;20121231;
19242;1;19960101;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.6/96;S;S; ;20121231;
19242;1;19871210;19891101;MUNICIPALIDAD DE AVELLANEDA DEC.130/87;S;S; ;19951231;
19242;1;19940701;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.89/94;S;S; ;19951231;
19244;1;19940701;19960901;MUNICIPALIDAD DE AVELLANEDA-DEC.90/94;N;N; ;20121231;
19244;1;19940101;19940201;MUNICIPALIDAD DE AVELLANEDA-DEC.9/94;N;N; ;20121231;
19244;1;19920501;19930430;MUNICIPALIDAD DE AVELLANEDA DEC.1100/92;N;N; ;20121231;
19244;1;19910501;19911231;MUNICIPALIDAD DE AVELLANEDA DEC.1651/91;N;N; ;20121231;
19245;1;19801121;19811204;ESCUELA JOSE DE SAN MARTIN-DEC.2174/94;S;S; ;19951231;
19245;1;19650301;19660531;CONTADURIA GRAL.DE NACION-DEC.2174/94;S;S; ;19951231;
19245;1;19610615;19611231;ESCUELA DE COMERCIO NRO.20-DEC.2174/94;S;S; ;19951231;
19245;1;19811204;19930331;MUNICIPALIDAD CIUDAD BS.AS.-DEC.2174/94;S;S; ;19951231;
19246;1;19900614;19941215;MIN.SALUD PVCIA.BS.AS. DEC.6064/03;S;S; ;19951231;
19246;1;19950301;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.24/95;S;S; ;19951231;
19246;1;19960101;19971231;MUNICIPALIDAD DE AVELLANEDA DEC.24/95;S;S; ;20121231;
19250;1;19680513;19760901;ADMINISTRACION PUBLICA-DEC.1722/93;S;S; ;19951231;
19250;1;19920201;19930630;MUNICIPALIDAD DE AVELLANEDA-DEC.495/92;N;N; ;20121231;
19250;1;19930701;19951231;MUNICIPALIDAD DE AVELLANEDA-DEC.1596/93;S;S; ;19951231;
19250;1;19831213;19890208;ADMINISTRACION PUBLICA-DEC.1722/93;S;S; ;19951231;
19253;1;19960101;19991031;MUNICIPALIDAD DE AVELLANEDA DEC.59/96;S;S; ;20121231;
19253;1;19931001;19951231;MUNICIPALIDAD DE AVELLANEDA DEC.149/93;S;S; ;19951231;
19256;1;19830811;19860310;MINISTERIO DE SALUD DEC.2648/95;S;S; ;19951231;
19256;1;19870623;19940121;MUNICIPALIDAD DE QUILMES DEC.2648/95;S;S; ;19951231;
19258;2;19941001;20000101;MUNICIPALIDAD DE AVELLANEDA DEC.126/94;S;S; ;20121231;
19258;1;19941001;20000101;MUNICIPALIDAD DE AVELLANEDA-DEC.126/94;S;S; ;20121231;
19261;1;19690410;19940228;COLEGIO NAC.RAFAEL HERNANDEZ (LA PLATA);S;S; ;19951231;
