
 migrando datos... 

 INICIANDO EL PROCESO. PROCESANDO...
------------------------------;Legajo;Cargo;FechaCategoria;IdCategoria
NO se encontro empleado legajo;901334;1;2022-02-01;226
NO se encontro empleado legajo;901335;1;2022-02-01;156
NO se encontro empleado legajo;901335;1;2022-02-01;226
NO se encontro empleado legajo;901336;1;2022-02-01;156
NO se encontro empleado legajo;901336;1;2022-02-01;226
NO se encontro empleado legajo;901338;1;2022-02-01;156
NO se encontro empleado legajo;901338;1;2022-02-01;226
NO se encontro empleado legajo;901339;1;2022-02-01;156
NO se encontro empleado legajo;901339;1;2022-02-01;226
NO se encontro empleado legajo;901340;1;2022-02-01;156
NO se encontro empleado legajo;901340;1;2022-02-01;226
NO se encontro empleado legajo;901341;1;2022-02-01;156
NO se encontro empleado legajo;901341;1;2022-02-01;226
NO se encontro empleado legajo;901342;1;2022-02-01;156
NO se encontro empleado legajo;901342;1;2022-02-01;226
NO se encontro empleado legajo;901344;1;2022-02-01;156
NO se encontro empleado legajo;901344;1;2022-02-01;226
NO se encontro empleado legajo;901345;1;2022-02-01;156
NO se encontro empleado legajo;901345;1;2022-02-01;226
NO se encontro empleado legajo;901346;1;2022-02-01;156
NO se encontro empleado legajo;901346;1;2022-02-01;226
NO se encontro empleado legajo;901347;1;2022-02-01;156
NO se encontro empleado legajo;901347;1;2022-02-01;226
NO se encontro empleado legajo;901348;1;2022-02-01;156
NO se encontro empleado legajo;901348;1;2022-02-01;226
NO se encontro empleado legajo;901351;1;2022-02-01;156
NO se encontro empleado legajo;901351;1;2022-02-01;226
NO se encontro empleado legajo;901352;1;2022-02-01;156
NO se encontro empleado legajo;901352;1;2022-02-01;226
NO se encontro empleado legajo;901353;1;2022-02-01;156
NO se encontro empleado legajo;901353;1;2022-02-01;226
NO se encontro empleado legajo;901354;1;2022-02-01;156
NO se encontro empleado legajo;901354;1;2022-02-01;226
NO se encontro empleado legajo;901355;1;2022-02-01;156
NO se encontro empleado legajo;901355;1;2022-02-01;226
NO se encontro empleado legajo;901356;1;2022-02-01;156
NO se encontro empleado legajo;901356;1;2022-02-01;226
NO se encontro empleado legajo;901357;1;2022-02-01;156
NO se encontro empleado legajo;901357;1;2022-02-01;226
NO se encontro empleado legajo;901358;1;2022-02-01;156
NO se encontro empleado legajo;901358;1;2022-02-01;226
NO se encontro empleado legajo;901359;1;2022-02-01;156
NO se encontro empleado legajo;901359;1;2022-02-01;226
NO se encontro empleado legajo;901360;1;2022-02-01;156
NO se encontro empleado legajo;901360;1;2022-02-01;226
NO se encontro empleado legajo;901361;1;2022-02-01;156
NO se encontro empleado legajo;901361;1;2022-02-01;226
NO se encontro empleado legajo;901362;1;2022-02-01;156
NO se encontro empleado legajo;901362;1;2022-02-01;226
NO se encontro empleado legajo;901363;1;2022-02-01;156
NO se encontro empleado legajo;901363;1;2022-02-01;226
NO se encontro empleado legajo;901364;1;2022-02-01;156
NO se encontro empleado legajo;901364;1;2022-02-01;226
NO se encontro empleado legajo;901365;1;2022-02-01;156
NO se encontro empleado legajo;901365;1;2022-02-01;226
NO se encontro empleado legajo;901366;1;2022-02-01;156
NO se encontro empleado legajo;901366;1;2022-02-01;226
NO se encontro empleado legajo;901367;1;2022-02-01;156
NO se encontro empleado legajo;901367;1;2022-02-01;226
NO se encontro empleado legajo;901368;1;2022-02-01;156
NO se encontro empleado legajo;901368;1;2022-02-01;226
NO se encontro empleado legajo;901369;1;2022-02-01;156
NO se encontro empleado legajo;901369;1;2022-02-01;226
NO se encontro empleado legajo;901370;1;2022-02-01;156
NO se encontro empleado legajo;901370;1;2022-02-01;226
NO se encontro empleado legajo;901371;1;2022-02-01;156
NO se encontro empleado legajo;901371;1;2022-02-01;226
NO se encontro empleado legajo;901372;1;2022-02-01;156
NO se encontro empleado legajo;901372;1;2022-02-01;226
NO se encontro empleado legajo;901373;1;2022-02-01;156
NO se encontro empleado legajo;901373;1;2022-02-01;226
NO se encontro empleado legajo;901374;1;2022-02-01;156
NO se encontro empleado legajo;901374;1;2022-02-01;226
NO se encontro empleado legajo;901375;1;2022-02-01;156
NO se encontro empleado legajo;901375;1;2022-02-01;226
NO se encontro empleado legajo;901376;1;2022-02-01;156
NO se encontro empleado legajo;901376;1;2022-02-01;226
NO se encontro empleado legajo;901377;1;2022-02-01;156
NO se encontro empleado legajo;901377;1;2022-02-01;226
NO se encontro empleado legajo;901378;1;2022-02-01;156
NO se encontro empleado legajo;901378;1;2022-02-01;226
NO se encontro empleado legajo;901380;1;2022-02-01;156
NO se encontro empleado legajo;901380;1;2022-02-01;226
NO se encontro empleado legajo;901381;1;2022-02-01;156
NO se encontro empleado legajo;901381;1;2022-02-01;226
NO se encontro empleado legajo;901382;1;2022-02-01;156
NO se encontro empleado legajo;901382;1;2022-02-01;226
NO se encontro empleado legajo;901383;1;2022-02-01;156
NO se encontro empleado legajo;901383;1;2022-02-01;226
NO se encontro empleado legajo;901384;1;2022-02-01;156
NO se encontro empleado legajo;901384;1;2022-02-01;226
NO se encontro empleado legajo;901385;1;2022-02-01;156
NO se encontro empleado legajo;901385;1;2022-02-01;226
NO se encontro empleado legajo;901386;1;2022-02-01;156
NO se encontro empleado legajo;901386;1;2022-02-01;226
NO se encontro empleado legajo;901387;1;2022-02-01;156
NO se encontro empleado legajo;901387;1;2022-02-01;226
NO se encontro empleado legajo;901388;1;2022-02-01;156
NO se encontro empleado legajo;901388;1;2022-02-01;226
NO se encontro empleado legajo;901389;1;2022-02-01;156
NO se encontro empleado legajo;901389;1;2022-02-01;226
NO se encontro empleado legajo;901390;1;2022-02-01;156
NO se encontro empleado legajo;901390;1;2022-02-01;226
NO se encontro empleado legajo;901391;1;2022-02-01;156
NO se encontro empleado legajo;901391;1;2022-02-01;226
NO se encontro empleado legajo;901393;1;2022-02-01;156
NO se encontro empleado legajo;901393;1;2022-02-01;226
NO se encontro empleado legajo;901394;1;2022-02-01;156
NO se encontro empleado legajo;901394;1;2022-02-01;226
NO se encontro empleado legajo;901395;1;2022-02-01;156
NO se encontro empleado legajo;901395;1;2022-02-01;226
NO se encontro empleado legajo;901396;1;2022-02-01;156
NO se encontro empleado legajo;901396;1;2022-02-01;226
NO se encontro empleado legajo;901398;1;2022-02-01;156
NO se encontro empleado legajo;901398;1;2022-02-01;226
NO se encontro empleado legajo;901399;1;2022-02-01;156
NO se encontro empleado legajo;901399;1;2022-02-01;226
NO se encontro empleado legajo;901400;1;2022-02-01;156
NO se encontro empleado legajo;901400;1;2022-02-01;226
NO se encontro empleado legajo;901401;1;2022-02-01;156
NO se encontro empleado legajo;901401;1;2022-02-01;226
NO se encontro empleado legajo;901402;1;2022-02-01;156
NO se encontro empleado legajo;901402;1;2022-02-01;226
NO se encontro empleado legajo;901403;1;2022-02-01;156
NO se encontro empleado legajo;901403;1;2022-02-01;226
NO se encontro empleado legajo;901404;1;2022-02-01;156
NO se encontro empleado legajo;901404;1;2022-02-01;226
NO se encontro empleado legajo;901405;1;2022-02-01;156
NO se encontro empleado legajo;901405;1;2022-02-01;226
NO se encontro empleado legajo;901407;1;2022-02-01;156
NO se encontro empleado legajo;901407;1;2022-02-01;226
NO se encontro empleado legajo;901408;1;2022-02-01;156
NO se encontro empleado legajo;901408;1;2022-02-01;226
NO se encontro empleado legajo;901409;1;2022-02-01;156
NO se encontro empleado legajo;901409;1;2022-02-01;226
NO se encontro empleado legajo;901410;1;2022-02-01;156
NO se encontro empleado legajo;901410;1;2022-02-01;226
NO se encontro empleado legajo;901411;1;2022-02-01;156
NO se encontro empleado legajo;901411;1;2022-02-01;226
NO se encontro empleado legajo;901412;1;2022-02-01;156
NO se encontro empleado legajo;901412;1;2022-02-01;226
NO se encontro empleado legajo;901413;1;2022-02-01;156
NO se encontro empleado legajo;901413;1;2022-02-01;226
NO se encontro empleado legajo;901414;1;2022-02-01;156
NO se encontro empleado legajo;901414;1;2022-02-01;226
NO se encontro empleado legajo;901415;1;2022-02-01;156
NO se encontro empleado legajo;901415;1;2022-02-01;226
NO se encontro empleado legajo;901416;1;2022-02-01;156
NO se encontro empleado legajo;901416;1;2022-02-01;226
NO se encontro empleado legajo;901417;1;2022-02-01;156
NO se encontro empleado legajo;901417;1;2022-02-01;226
NO se encontro empleado legajo;901418;1;2022-02-01;156
NO se encontro empleado legajo;901418;1;2022-02-01;226
NO se encontro empleado legajo;901419;1;2022-02-01;156
NO se encontro empleado legajo;901419;1;2022-02-01;226
NO se encontro empleado legajo;901420;1;2022-02-01;156
NO se encontro empleado legajo;901420;1;2022-02-01;226
NO se encontro empleado legajo;901421;1;2022-02-01;156
NO se encontro empleado legajo;901421;1;2022-02-01;226
NO se encontro empleado legajo;901423;1;2022-02-01;156
NO se encontro empleado legajo;901423;1;2022-02-01;226
NO se encontro empleado legajo;901424;1;2022-02-01;156
NO se encontro empleado legajo;901424;1;2022-02-01;226
NO se encontro empleado legajo;901427;1;2022-02-01;156
NO se encontro empleado legajo;901427;1;2022-02-01;226
NO se encontro empleado legajo;901429;1;2022-02-22;156
NO se encontro empleado legajo;901429;1;2022-02-22;226
NO se encontro empleado legajo;901432;1;2022-03-15;156
NO se encontro empleado legajo;901432;1;2022-03-15;226
NO se encontro empleado legajo;901434;1;2022-03-15;156
NO se encontro empleado legajo;901434;1;2022-03-15;226
NO se encontro empleado legajo;901439;1;2022-03-01;156
NO se encontro empleado legajo;901439;1;2022-03-01;226
NO se encontro empleado legajo;901441;1;2022-03-01;156
NO se encontro empleado legajo;901441;1;2022-03-01;226
NO se encontro empleado legajo;901449;1;2022-03-01;156
NO se encontro empleado legajo;901449;1;2022-03-01;226
NO se encontro empleado legajo;901450;1;2022-03-01;156
NO se encontro empleado legajo;901450;1;2022-03-01;226
NO se encontro empleado legajo;901451;1;2022-03-01;156
NO se encontro empleado legajo;901451;1;2022-03-01;226
NO se encontro empleado legajo;901454;1;2022-03-01;156
NO se encontro empleado legajo;901454;1;2022-03-01;226
NO se encontro empleado legajo;901455;1;2022-03-01;156
NO se encontro empleado legajo;901455;1;2022-03-01;226
NO se encontro empleado legajo;901457;1;2022-03-01;156
NO se encontro empleado legajo;901457;1;2022-03-01;226
NO se encontro empleado legajo;901458;1;2022-03-01;156
NO se encontro empleado legajo;901458;1;2022-03-01;226
NO se encontro empleado legajo;901459;1;2022-03-01;156
NO se encontro empleado legajo;901459;1;2022-03-01;226
NO se encontro empleado legajo;901460;1;2022-03-01;156
NO se encontro empleado legajo;901460;1;2022-03-01;226
NO se encontro empleado legajo;901461;1;2022-03-01;156
NO se encontro empleado legajo;901461;1;2022-03-01;226
NO se encontro empleado legajo;901462;1;2022-03-01;156
NO se encontro empleado legajo;901462;1;2022-03-01;226
NO se encontro empleado legajo;901464;1;2022-03-01;156
NO se encontro empleado legajo;901464;1;2022-03-01;226
NO se encontro empleado legajo;901465;1;2022-03-01;156
NO se encontro empleado legajo;901465;1;2022-03-01;226
NO se encontro empleado legajo;901467;1;2022-03-01;156
NO se encontro empleado legajo;901467;1;2022-03-01;226
NO se encontro empleado legajo;901468;1;2022-03-01;156
NO se encontro empleado legajo;901468;1;2022-03-01;226
NO se encontro empleado legajo;901469;1;2022-03-01;156
NO se encontro empleado legajo;901469;1;2022-03-01;226
NO se encontro empleado legajo;901470;1;2022-03-01;156
NO se encontro empleado legajo;901470;1;2022-03-01;226
NO se encontro empleado legajo;901473;1;2022-03-01;156
NO se encontro empleado legajo;901473;1;2022-03-01;226
NO se encontro empleado legajo;901474;1;2022-03-01;156
NO se encontro empleado legajo;901474;1;2022-03-01;226
NO se encontro empleado legajo;901475;1;2022-03-01;156
NO se encontro empleado legajo;901475;1;2022-03-01;226
NO se encontro empleado legajo;901476;1;2022-03-01;156
NO se encontro empleado legajo;901476;1;2022-03-01;226
NO se encontro empleado legajo;901477;1;2022-03-01;156
NO se encontro empleado legajo;901477;1;2022-03-01;226
NO se encontro empleado legajo;901478;1;2022-03-01;156
NO se encontro empleado legajo;901478;1;2022-03-01;226
NO se encontro empleado legajo;901479;1;2022-03-01;156
NO se encontro empleado legajo;901479;1;2022-03-01;226
NO se encontro empleado legajo;901480;1;2022-03-01;156
NO se encontro empleado legajo;901480;1;2022-03-01;226
NO se encontro empleado legajo;901481;1;2022-03-01;156
NO se encontro empleado legajo;901481;1;2022-03-01;226
NO se encontro empleado legajo;901482;1;2022-03-01;156
NO se encontro empleado legajo;901482;1;2022-03-01;226
NO se encontro empleado legajo;901483;1;2022-03-01;156
NO se encontro empleado legajo;901483;1;2022-03-01;226
NO se encontro empleado legajo;901484;1;2022-03-01;156
NO se encontro empleado legajo;901484;1;2022-03-01;226
NO se encontro empleado legajo;901485;1;2022-03-01;156
NO se encontro empleado legajo;901485;1;2022-03-01;226
NO se encontro empleado legajo;901486;1;2022-03-01;156
NO se encontro empleado legajo;901486;1;2022-03-01;226
NO se encontro empleado legajo;901487;1;2022-03-01;156
NO se encontro empleado legajo;901487;1;2022-03-01;226
NO se encontro empleado legajo;901488;1;2022-03-01;156
NO se encontro empleado legajo;901488;1;2022-03-01;226
NO se encontro empleado legajo;901489;1;2022-03-01;156
NO se encontro empleado legajo;901489;1;2022-03-01;226
NO se encontro empleado legajo;901490;1;2022-03-01;156
NO se encontro empleado legajo;901490;1;2022-03-01;226
NO se encontro empleado legajo;901491;1;2022-03-01;156
NO se encontro empleado legajo;901491;1;2022-03-01;226
NO se encontro empleado legajo;901492;1;2022-03-01;156
NO se encontro empleado legajo;901492;1;2022-03-01;226
NO se encontro empleado legajo;901493;1;2022-03-01;156
NO se encontro empleado legajo;901493;1;2022-03-01;226
NO se encontro empleado legajo;901494;1;2022-03-01;156
NO se encontro empleado legajo;901494;1;2022-03-01;226
NO se encontro empleado legajo;901495;1;2022-03-01;156
NO se encontro empleado legajo;901495;1;2022-03-01;226
NO se encontro empleado legajo;901496;1;2022-03-01;156
NO se encontro empleado legajo;901496;1;2022-03-01;226
NO se encontro empleado legajo;901497;1;2022-03-01;156
NO se encontro empleado legajo;901497;1;2022-03-01;226
NO se encontro empleado legajo;901498;1;2022-03-01;156
NO se encontro empleado legajo;901498;1;2022-03-01;226
NO se encontro empleado legajo;901499;1;2022-03-01;156
NO se encontro empleado legajo;901499;1;2022-03-01;226
NO se encontro empleado legajo;901500;1;2022-03-01;156
NO se encontro empleado legajo;901500;1;2022-03-01;226
NO se encontro empleado legajo;901504;1;2022-04-01;156
NO se encontro empleado legajo;901504;1;2022-04-01;226
NO se encontro empleado legajo;901506;1;2022-04-01;156
NO se encontro empleado legajo;901506;1;2022-04-01;226
NO se encontro empleado legajo;901514;1;2022-03-01;156
NO se encontro empleado legajo;901514;1;2022-03-01;226
NO se encontro empleado legajo;901515;1;2022-03-01;156
NO se encontro empleado legajo;901515;1;2022-03-01;226
NO se encontro empleado legajo;901517;1;2022-03-01;156
NO se encontro empleado legajo;901517;1;2022-03-01;226
NO se encontro empleado legajo;901518;1;2022-03-01;156
NO se encontro empleado legajo;901518;1;2022-03-01;226
NO se encontro empleado legajo;901519;1;2022-03-01;156
NO se encontro empleado legajo;901519;1;2022-03-01;226
NO se encontro empleado legajo;901520;1;2022-03-01;156
NO se encontro empleado legajo;901520;1;2022-03-01;226
NO se encontro empleado legajo;901521;1;2022-03-01;156
NO se encontro empleado legajo;901521;1;2022-03-01;226
NO se encontro empleado legajo;901522;1;2022-03-01;156
NO se encontro empleado legajo;901522;1;2022-03-01;226
NO se encontro empleado legajo;901523;1;2022-03-01;156
NO se encontro empleado legajo;901523;1;2022-03-01;226
NO se encontro empleado legajo;901524;1;2022-03-01;156
NO se encontro empleado legajo;901524;1;2022-03-01;226
NO se encontro empleado legajo;901525;1;2022-03-01;156
NO se encontro empleado legajo;901525;1;2022-03-01;226
NO se encontro empleado legajo;901526;1;2022-03-01;156
NO se encontro empleado legajo;901526;1;2022-03-01;226
NO se encontro empleado legajo;901527;1;2022-03-01;156
NO se encontro empleado legajo;901527;1;2022-03-01;226
NO se encontro empleado legajo;901528;1;2022-03-01;156
NO se encontro empleado legajo;901528;1;2022-03-01;226
NO se encontro empleado legajo;901529;1;2022-03-01;156
NO se encontro empleado legajo;901529;1;2022-03-01;226
NO se encontro empleado legajo;901530;1;2022-03-01;156
NO se encontro empleado legajo;901530;1;2022-03-01;226
NO se encontro empleado legajo;901531;1;2022-03-01;156
NO se encontro empleado legajo;901531;1;2022-03-01;226
NO se encontro empleado legajo;901532;1;2022-03-01;156
NO se encontro empleado legajo;901532;1;2022-03-01;226
NO se encontro empleado legajo;901533;1;2022-03-01;156
NO se encontro empleado legajo;901533;1;2022-03-01;226
NO se encontro empleado legajo;901534;1;2022-03-01;156
NO se encontro empleado legajo;901534;1;2022-03-01;226
NO se encontro empleado legajo;901535;1;2022-03-01;156
NO se encontro empleado legajo;901535;1;2022-03-01;226
NO se encontro empleado legajo;901536;1;2022-03-01;156
NO se encontro empleado legajo;901536;1;2022-03-01;226
NO se encontro empleado legajo;901537;1;2022-03-01;156
NO se encontro empleado legajo;901537;1;2022-03-01;226
NO se encontro empleado legajo;901538;1;2022-03-01;156
NO se encontro empleado legajo;901538;1;2022-03-01;226
NO se encontro empleado legajo;901540;1;2022-04-01;156
NO se encontro empleado legajo;901540;1;2022-04-01;226
NO se encontro empleado legajo;901541;1;2022-04-01;156
NO se encontro empleado legajo;901541;1;2022-04-01;226
NO se encontro empleado legajo;901546;1;2022-04-01;156
NO se encontro empleado legajo;901546;1;2022-04-01;226
NO se encontro empleado legajo;901547;1;2022-04-01;156
NO se encontro empleado legajo;901547;1;2022-04-01;226
NO se encontro empleado legajo;901555;1;2022-04-13;156
NO se encontro empleado legajo;901555;1;2022-04-13;226
NO se encontro empleado legajo;901556;1;2022-04-01;156
NO se encontro empleado legajo;901556;1;2022-04-01;226
NO se encontro empleado legajo;901558;1;2022-03-01;156
NO se encontro empleado legajo;901558;1;2022-03-01;226
NO se encontro empleado legajo;901559;1;2022-03-01;156
NO se encontro empleado legajo;901559;1;2022-03-01;226
NO se encontro empleado legajo;901561;1;2022-04-21;156
NO se encontro empleado legajo;901561;1;2022-04-21;226
NO se encontro empleado legajo;901563;1;2022-04-01;156
NO se encontro empleado legajo;901563;1;2022-04-01;226
NO se encontro empleado legajo;901572;1;2022-04-01;156
NO se encontro empleado legajo;901572;1;2022-04-01;226
NO se encontro empleado legajo;901573;1;2022-04-01;156
NO se encontro empleado legajo;901573;1;2022-04-01;226
NO se encontro empleado legajo;901577;1;2022-03-01;156
NO se encontro empleado legajo;901577;1;2022-03-01;226
NO se encontro empleado legajo;901579;1;2022-03-01;156
NO se encontro empleado legajo;901579;1;2022-03-01;226
NO se encontro empleado legajo;901580;1;2022-03-01;156
NO se encontro empleado legajo;901580;1;2022-03-01;226
NO se encontro empleado legajo;901581;1;2022-04-01;156
NO se encontro empleado legajo;901581;1;2022-04-01;226
NO se encontro empleado legajo;901582;1;2022-03-01;156
NO se encontro empleado legajo;901582;1;2022-03-01;226
NO se encontro empleado legajo;901591;1;2022-05-09;156
NO se encontro empleado legajo;901591;1;2022-05-09;226
NO se encontro empleado legajo;901599;1;2022-05-01;156
NO se encontro empleado legajo;901599;1;2022-05-01;226
NO se encontro empleado legajo;901609;1;2022-05-01;156
NO se encontro empleado legajo;901609;1;2022-05-01;226
NO se encontro empleado legajo;901622;1;2022-05-01;156
NO se encontro empleado legajo;901622;1;2022-05-01;226
NO se encontro empleado legajo;901626;1;2022-05-01;156
NO se encontro empleado legajo;901626;1;2022-05-01;226
NO se encontro empleado legajo;901630;1;2022-05-09;156
NO se encontro empleado legajo;901630;1;2022-05-09;226
NO se encontro empleado legajo;901636;1;2022-05-01;156
NO se encontro empleado legajo;901636;1;2022-05-01;226
NO se encontro empleado legajo;901637;1;2022-05-01;156
NO se encontro empleado legajo;901637;1;2022-05-01;226
NO se encontro empleado legajo;901644;1;2022-05-01;156
NO se encontro empleado legajo;901644;1;2022-05-01;226
NO se encontro empleado legajo;901674;1;2022-06-01;156
NO se encontro empleado legajo;901674;1;2022-06-01;226
NO se encontro empleado legajo;901675;1;2022-06-01;156
NO se encontro empleado legajo;901675;1;2022-06-01;226
NO se encontro empleado legajo;901676;1;2022-06-01;156
NO se encontro empleado legajo;901676;1;2022-06-01;226
NO se encontro empleado legajo;901678;1;2022-06-01;156
NO se encontro empleado legajo;901678;1;2022-06-01;226
NO se encontro empleado legajo;901686;1;2022-06-01;156
NO se encontro empleado legajo;901686;1;2022-06-01;226
NO se encontro empleado legajo;901687;1;2022-06-01;156
NO se encontro empleado legajo;901687;1;2022-06-01;226
NO se encontro empleado legajo;901689;1;2022-06-01;156
NO se encontro empleado legajo;901689;1;2022-06-01;226
NO se encontro empleado legajo;901690;1;2022-06-01;156
NO se encontro empleado legajo;901690;1;2022-06-01;226
NO se encontro empleado legajo;901693;1;2022-06-01;156
NO se encontro empleado legajo;901693;1;2022-06-01;226
NO se encontro empleado legajo;901701;1;2022-09-01;156
NO se encontro empleado legajo;901701;1;2022-09-01;226
NO se encontro empleado legajo;901702;1;2002-09-01;156
NO se encontro empleado legajo;901702;1;2002-09-01;226
NO se encontro empleado legajo;901709;1;2022-09-01;156
NO se encontro empleado legajo;901709;1;2022-09-01;226
NO se encontro empleado legajo;901712;1;2022-09-01;156
NO se encontro empleado legajo;901712;1;2022-09-01;226
NO se encontro empleado legajo;901716;1;2022-09-01;156
NO se encontro empleado legajo;901716;1;2022-09-01;226
NO se encontro empleado legajo;901719;1;2002-09-01;156
NO se encontro empleado legajo;901719;1;2002-09-01;226
NO se encontro empleado legajo;901723;1;2022-09-01;156
NO se encontro empleado legajo;901723;1;2022-09-01;226
NO se encontro empleado legajo;901727;1;2022-09-01;156
NO se encontro empleado legajo;901727;1;2022-09-01;226
NO se encontro empleado legajo;901728;1;2022-09-01;156
NO se encontro empleado legajo;901728;1;2022-09-01;226
NO se encontro empleado legajo;901731;1;2022-10-01;156
NO se encontro empleado legajo;901731;1;2022-10-01;226
NO se encontro empleado legajo;901759;1;2022-11-01;156
NO se encontro empleado legajo;901759;1;2022-11-01;226
NO se encontro empleado legajo;901761;1;2022-11-01;156
NO se encontro empleado legajo;901761;1;2022-11-01;226
NO se encontro empleado legajo;901764;1;2022-11-01;156
NO se encontro empleado legajo;901764;1;2022-11-01;226
NO se encontro empleado legajo;901765;1;2022-11-01;156
NO se encontro empleado legajo;901765;1;2022-11-01;226
NO se encontro empleado legajo;901767;1;2022-11-01;156
NO se encontro empleado legajo;901767;1;2022-11-01;226
NO se encontro empleado legajo;901768;1;2022-11-01;156
NO se encontro empleado legajo;901768;1;2022-11-01;226
NO se encontro empleado legajo;901769;1;2022-11-01;156
NO se encontro empleado legajo;901769;1;2022-11-01;226
NO se encontro empleado legajo;901777;1;2022-11-01;156
NO se encontro empleado legajo;901777;1;2022-11-01;226
NO se encontro empleado legajo;901801;1;2023-01-01;108
NO se encontro empleado legajo;901801;1;2023-01-01;156
NO se encontro empleado legajo;901801;1;2023-01-01;226
NO se encontro empleado legajo;901801;1;2023-01-01;4402
NO se encontro empleado legajo;901802;1;2023-01-01;108
NO se encontro empleado legajo;901802;1;2023-01-01;156
NO se encontro empleado legajo;901802;1;2023-01-01;226
NO se encontro empleado legajo;901802;1;2023-01-01;4402
NO se encontro empleado legajo;901803;1;2023-01-01;108
NO se encontro empleado legajo;901803;1;2023-01-01;156
NO se encontro empleado legajo;901803;1;2023-01-01;226
NO se encontro empleado legajo;901803;1;2023-01-01;4402
NO se encontro empleado legajo;901807;1;2023-01-01;108
NO se encontro empleado legajo;901807;1;2023-01-01;156
NO se encontro empleado legajo;901807;1;2023-01-01;226
NO se encontro empleado legajo;901807;1;2023-01-01;4402
NO se encontro empleado legajo;901808;1;2003-01-01;108
NO se encontro empleado legajo;901808;1;2003-01-01;156
NO se encontro empleado legajo;901808;1;2003-01-01;226
NO se encontro empleado legajo;901808;1;2003-01-01;4402
NO se encontro empleado legajo;901810;1;2023-01-01;108
NO se encontro empleado legajo;901810;1;2023-01-01;156
NO se encontro empleado legajo;901810;1;2023-01-01;226
NO se encontro empleado legajo;901810;1;2023-01-01;4402
NO se encontro empleado legajo;901811;1;2023-01-01;108
NO se encontro empleado legajo;901811;1;2023-01-01;156
NO se encontro empleado legajo;901811;1;2023-01-01;226
NO se encontro empleado legajo;901811;1;2023-01-01;4402
NO se encontro empleado legajo;901813;1;2023-01-01;108
NO se encontro empleado legajo;901813;1;2023-01-01;156
NO se encontro empleado legajo;901813;1;2023-01-01;226
NO se encontro empleado legajo;901813;1;2023-01-01;4402
NO se encontro empleado legajo;901814;1;2023-01-01;108
NO se encontro empleado legajo;901814;1;2023-01-01;156
NO se encontro empleado legajo;901814;1;2023-01-01;226
NO se encontro empleado legajo;901814;1;2023-01-01;4402
NO se encontro empleado legajo;901815;1;2023-01-01;108
NO se encontro empleado legajo;901815;1;2023-01-01;156
NO se encontro empleado legajo;901815;1;2023-01-01;226
NO se encontro empleado legajo;901815;1;2023-01-01;4402
NO se encontro empleado legajo;901819;1;2023-01-01;108
NO se encontro empleado legajo;901819;1;2023-01-01;156
NO se encontro empleado legajo;901819;1;2023-01-01;226
NO se encontro empleado legajo;901819;1;2023-01-01;4402
NO se encontro empleado legajo;901820;1;2023-01-01;108
NO se encontro empleado legajo;901820;1;2023-01-01;156
NO se encontro empleado legajo;901820;1;2023-01-01;226
NO se encontro empleado legajo;901820;1;2023-01-01;4402
NO se encontro empleado legajo;901821;1;2023-01-01;108
NO se encontro empleado legajo;901821;1;2023-01-01;156
NO se encontro empleado legajo;901821;1;2023-01-01;226
NO se encontro empleado legajo;901821;1;2023-01-01;4402
NO se encontro empleado legajo;901822;1;2023-01-01;108
NO se encontro empleado legajo;901822;1;2023-01-01;156
NO se encontro empleado legajo;901822;1;2023-01-01;226
NO se encontro empleado legajo;901822;1;2023-01-01;4402
NO se encontro empleado legajo;901823;1;2023-01-01;108
NO se encontro empleado legajo;901823;1;2023-01-01;156
NO se encontro empleado legajo;901823;1;2023-01-01;226
NO se encontro empleado legajo;901823;1;2023-01-01;4402
NO se encontro empleado legajo;901825;1;2023-01-01;108
NO se encontro empleado legajo;901825;1;2023-01-01;156
NO se encontro empleado legajo;901825;1;2023-01-01;226
NO se encontro empleado legajo;901825;1;2023-01-01;4402
NO se encontro empleado legajo;901826;1;2023-01-01;108
NO se encontro empleado legajo;901826;1;2023-01-01;156
NO se encontro empleado legajo;901826;1;2023-01-01;226
NO se encontro empleado legajo;901826;1;2023-01-01;4402
NO se encontro empleado legajo;901827;1;2023-01-01;108
NO se encontro empleado legajo;901827;1;2023-01-01;156
NO se encontro empleado legajo;901827;1;2023-01-01;226
NO se encontro empleado legajo;901827;1;2023-01-01;4402
NO se encontro empleado legajo;901830;1;2023-01-01;108
NO se encontro empleado legajo;901830;1;2023-01-01;156
NO se encontro empleado legajo;901830;1;2023-01-01;226
NO se encontro empleado legajo;901830;1;2023-01-01;4402
NO se encontro empleado legajo;901841;1;2023-02-01;156
NO se encontro empleado legajo;901841;1;2023-02-01;226
NO se encontro empleado legajo;901841;1;2023-02-01;4402
NO se encontro empleado legajo;901843;1;2023-02-01;156
NO se encontro empleado legajo;901843;1;2023-02-01;226
NO se encontro empleado legajo;901843;1;2023-02-01;4402
NO se encontro empleado legajo;901844;1;2023-02-01;156
NO se encontro empleado legajo;901844;1;2023-02-01;226
NO se encontro empleado legajo;901844;1;2023-02-01;4402
NO se encontro empleado legajo;901852;1;2023-02-01;156
NO se encontro empleado legajo;901852;1;2023-02-01;197
NO se encontro empleado legajo;901852;1;2023-02-01;226
NO se encontro empleado legajo;901852;1;2023-02-01;4402
NO se encontro empleado legajo;901872;1;2023-02-01;156
NO se encontro empleado legajo;901872;1;2023-02-01;226
NO se encontro empleado legajo;901872;1;2023-02-01;4402
