
 migrando datos... 

 INICIANDO EL PROCESO. PROCESANDO...
------------------------------;Legajo;Cargo;FechaCategoria;IdCategoria
NO se encontro empleado legajo;900842;1;2021-09-01;226
NO se encontro empleado legajo;900846;1;2021-10-18;156
NO se encontro empleado legajo;900846;1;2021-10-18;226
NO se encontro empleado legajo;900852;1;2021-10-18;156
NO se encontro empleado legajo;900852;1;2021-10-18;226
NO se encontro empleado legajo;900857;1;2022-08-01;156
NO se encontro empleado legajo;900857;1;2022-08-01;226
NO se encontro empleado legajo;900859;1;2021-10-21;156
NO se encontro empleado legajo;900859;1;2021-10-21;226
NO se encontro empleado legajo;900862;1;2021-10-01;156
NO se encontro empleado legajo;900862;1;2021-10-01;226
NO se encontro empleado legajo;900873;1;2021-10-01;156
NO se encontro empleado legajo;900873;1;2021-10-01;226
NO se encontro empleado legajo;900879;1;2021-10-18;156
NO se encontro empleado legajo;900879;1;2021-10-18;226
NO se encontro empleado legajo;900889;1;2021-10-01;156
NO se encontro empleado legajo;900889;1;2021-10-01;226
NO se encontro empleado legajo;900891;1;2021-10-18;156
NO se encontro empleado legajo;900891;1;2021-10-18;226
NO se encontro empleado legajo;900892;1;2021-10-01;156
NO se encontro empleado legajo;900892;1;2021-10-01;226
NO se encontro empleado legajo;900894;1;2021-10-18;156
NO se encontro empleado legajo;900894;1;2021-10-18;226
NO se encontro empleado legajo;900895;1;2021-10-01;156
NO se encontro empleado legajo;900895;1;2021-10-01;226
NO se encontro empleado legajo;900896;1;2021-10-18;156
NO se encontro empleado legajo;900896;1;2021-10-18;226
NO se encontro empleado legajo;900897;1;2021-10-01;156
NO se encontro empleado legajo;900897;1;2021-10-01;226
NO se encontro empleado legajo;900902;1;2021-10-01;156
NO se encontro empleado legajo;900902;1;2021-10-01;226
NO se encontro empleado legajo;900913;1;2021-10-01;156
NO se encontro empleado legajo;900913;1;2021-10-01;226
NO se encontro empleado legajo;900914;1;2022-07-01;156
NO se encontro empleado legajo;900914;1;2022-07-01;226
NO se encontro empleado legajo;900917;1;2022-07-01;156
NO se encontro empleado legajo;900917;1;2022-07-01;226
NO se encontro empleado legajo;900918;1;2021-10-01;156
NO se encontro empleado legajo;900918;1;2021-10-01;226
NO se encontro empleado legajo;900919;1;2021-10-01;156
NO se encontro empleado legajo;900919;1;2021-10-01;226
NO se encontro empleado legajo;900923;1;2021-10-01;156
NO se encontro empleado legajo;900923;1;2021-10-01;226
NO se encontro empleado legajo;900936;1;2021-10-01;156
NO se encontro empleado legajo;900936;1;2021-10-01;226
NO se encontro empleado legajo;900941;1;2021-10-01;156
NO se encontro empleado legajo;900941;1;2021-10-01;226
NO se encontro empleado legajo;900942;1;2021-10-01;156
NO se encontro empleado legajo;900942;1;2021-10-01;226
NO se encontro empleado legajo;900943;1;2021-10-01;156
NO se encontro empleado legajo;900943;1;2021-10-01;226
NO se encontro empleado legajo;900947;1;2021-10-01;156
NO se encontro empleado legajo;900947;1;2021-10-01;226
NO se encontro empleado legajo;900949;1;2021-10-01;156
NO se encontro empleado legajo;900949;1;2021-10-01;226
NO se encontro empleado legajo;900951;1;2021-10-01;156
NO se encontro empleado legajo;900951;1;2021-10-01;226
NO se encontro empleado legajo;900955;1;2021-10-01;156
NO se encontro empleado legajo;900955;1;2021-10-01;226
NO se encontro empleado legajo;900968;1;2021-11-01;156
NO se encontro empleado legajo;900968;1;2021-11-01;226
NO se encontro empleado legajo;900969;1;2021-11-01;156
NO se encontro empleado legajo;900969;1;2021-11-01;226
NO se encontro empleado legajo;900973;1;2021-11-01;156
NO se encontro empleado legajo;900973;1;2021-11-01;226
NO se encontro empleado legajo;900975;1;2021-11-01;156
NO se encontro empleado legajo;900975;1;2021-11-01;226
NO se encontro empleado legajo;900986;1;2021-11-01;156
NO se encontro empleado legajo;900986;1;2021-11-01;226
NO se encontro empleado legajo;900988;1;2021-11-01;156
NO se encontro empleado legajo;900988;1;2021-11-01;226
NO se encontro empleado legajo;900999;1;2021-11-01;156
NO se encontro empleado legajo;900999;1;2021-11-01;226
NO se encontro empleado legajo;901000;1;2021-11-01;156
NO se encontro empleado legajo;901000;1;2021-11-01;226
NO se encontro empleado legajo;901003;1;2021-11-01;156
NO se encontro empleado legajo;901003;1;2021-11-01;226
NO se encontro empleado legajo;901004;1;2021-11-01;156
NO se encontro empleado legajo;901004;1;2021-11-01;226
NO se encontro empleado legajo;901005;1;2021-11-01;156
NO se encontro empleado legajo;901005;1;2021-11-01;226
NO se encontro empleado legajo;901006;1;2022-08-01;156
NO se encontro empleado legajo;901006;1;2022-08-01;226
NO se encontro empleado legajo;901007;1;2021-11-01;156
NO se encontro empleado legajo;901007;1;2021-11-01;226
NO se encontro empleado legajo;901009;1;2022-08-01;156
NO se encontro empleado legajo;901009;1;2022-08-01;226
NO se encontro empleado legajo;901015;1;2021-12-01;156
NO se encontro empleado legajo;901015;1;2021-12-01;226
NO se encontro empleado legajo;901019;1;2021-12-01;156
NO se encontro empleado legajo;901019;1;2021-12-01;226
NO se encontro empleado legajo;901024;1;2021-12-01;156
NO se encontro empleado legajo;901024;1;2021-12-01;226
NO se encontro empleado legajo;901026;1;2021-12-01;156
NO se encontro empleado legajo;901026;1;2021-12-01;226
NO se encontro empleado legajo;901027;1;2002-07-01;156
NO se encontro empleado legajo;901027;1;2002-07-01;226
NO se encontro empleado legajo;901028;1;2021-12-01;156
NO se encontro empleado legajo;901028;1;2021-12-01;226
NO se encontro empleado legajo;901029;1;2021-12-01;156
NO se encontro empleado legajo;901029;1;2021-12-01;226
NO se encontro empleado legajo;901034;1;2022-01-01;156
NO se encontro empleado legajo;901034;1;2022-01-01;226
NO se encontro empleado legajo;901039;1;2022-01-01;156
NO se encontro empleado legajo;901039;1;2022-01-01;226
NO se encontro empleado legajo;901041;1;2022-01-01;156
NO se encontro empleado legajo;901041;1;2022-01-01;226
NO se encontro empleado legajo;901043;1;2022-01-01;156
NO se encontro empleado legajo;901043;1;2022-01-01;226
NO se encontro empleado legajo;901046;1;2022-01-01;156
NO se encontro empleado legajo;901046;1;2022-01-01;226
NO se encontro empleado legajo;901047;1;2022-01-01;156
NO se encontro empleado legajo;901047;1;2022-01-01;226
NO se encontro empleado legajo;901048;1;2022-01-01;156
NO se encontro empleado legajo;901048;1;2022-01-01;226
NO se encontro empleado legajo;901049;1;2022-01-01;156
NO se encontro empleado legajo;901049;1;2022-01-01;226
NO se encontro empleado legajo;901050;1;2022-01-01;156
NO se encontro empleado legajo;901050;1;2022-01-01;226
NO se encontro empleado legajo;901051;1;2022-01-01;156
NO se encontro empleado legajo;901051;1;2022-01-01;226
NO se encontro empleado legajo;901053;1;2022-01-01;156
NO se encontro empleado legajo;901053;1;2022-01-01;226
NO se encontro empleado legajo;901055;1;2022-01-01;156
NO se encontro empleado legajo;901055;1;2022-01-01;226
NO se encontro empleado legajo;901056;1;2021-01-01;156
NO se encontro empleado legajo;901056;1;2021-01-01;226
NO se encontro empleado legajo;901057;1;2022-01-01;156
NO se encontro empleado legajo;901057;1;2022-01-01;226
NO se encontro empleado legajo;901058;1;2022-01-01;156
NO se encontro empleado legajo;901058;1;2022-01-01;226
NO se encontro empleado legajo;901059;1;2022-01-01;156
NO se encontro empleado legajo;901059;1;2022-01-01;226
NO se encontro empleado legajo;901060;1;2022-01-01;156
NO se encontro empleado legajo;901060;1;2022-01-01;226
NO se encontro empleado legajo;901061;1;2022-01-01;156
NO se encontro empleado legajo;901061;1;2022-01-01;226
NO se encontro empleado legajo;901063;1;2022-01-01;156
NO se encontro empleado legajo;901063;1;2022-01-01;226
NO se encontro empleado legajo;901065;1;2022-01-01;156
NO se encontro empleado legajo;901065;1;2022-01-01;226
NO se encontro empleado legajo;901066;1;2022-01-01;156
NO se encontro empleado legajo;901066;1;2022-01-01;226
NO se encontro empleado legajo;901067;1;2022-01-01;156
NO se encontro empleado legajo;901067;1;2022-01-01;226
NO se encontro empleado legajo;901070;1;2022-01-01;156
NO se encontro empleado legajo;901070;1;2022-01-01;226
NO se encontro empleado legajo;901071;1;2022-01-01;156
NO se encontro empleado legajo;901071;1;2022-01-01;226
NO se encontro empleado legajo;901072;1;2022-01-01;156
NO se encontro empleado legajo;901072;1;2022-01-01;226
NO se encontro empleado legajo;901074;1;2022-01-01;156
NO se encontro empleado legajo;901074;1;2022-01-01;226
NO se encontro empleado legajo;901075;1;2022-01-01;156
NO se encontro empleado legajo;901075;1;2022-01-01;226
NO se encontro empleado legajo;901076;1;2021-01-01;156
NO se encontro empleado legajo;901076;1;2021-01-01;226
NO se encontro empleado legajo;901077;1;2022-01-01;156
NO se encontro empleado legajo;901077;1;2022-01-01;226
NO se encontro empleado legajo;901078;1;2022-01-01;156
NO se encontro empleado legajo;901078;1;2022-01-01;226
NO se encontro empleado legajo;901079;1;2022-01-01;156
NO se encontro empleado legajo;901079;1;2022-01-01;226
NO se encontro empleado legajo;901080;1;2022-01-01;156
NO se encontro empleado legajo;901080;1;2022-01-01;226
NO se encontro empleado legajo;901081;1;2022-01-01;156
NO se encontro empleado legajo;901081;1;2022-01-01;226
NO se encontro empleado legajo;901082;1;2022-01-01;156
NO se encontro empleado legajo;901082;1;2022-01-01;226
NO se encontro empleado legajo;901084;1;2022-01-01;156
NO se encontro empleado legajo;901084;1;2022-01-01;226
NO se encontro empleado legajo;901085;1;2022-01-01;156
NO se encontro empleado legajo;901085;1;2022-01-01;226
NO se encontro empleado legajo;901086;1;2022-01-01;156
NO se encontro empleado legajo;901086;1;2022-01-01;226
NO se encontro empleado legajo;901087;1;2022-01-01;156
NO se encontro empleado legajo;901087;1;2022-01-01;226
NO se encontro empleado legajo;901088;1;2022-01-01;156
NO se encontro empleado legajo;901088;1;2022-01-01;226
NO se encontro empleado legajo;901089;1;2022-01-01;156
NO se encontro empleado legajo;901089;1;2022-01-01;226
NO se encontro empleado legajo;901090;1;2022-01-01;156
NO se encontro empleado legajo;901090;1;2022-01-01;226
NO se encontro empleado legajo;901092;1;2022-01-01;156
NO se encontro empleado legajo;901092;1;2022-01-01;226
NO se encontro empleado legajo;901093;1;2022-01-01;156
NO se encontro empleado legajo;901093;1;2022-01-01;226
NO se encontro empleado legajo;901094;1;2022-01-01;156
NO se encontro empleado legajo;901094;1;2022-01-01;226
NO se encontro empleado legajo;901095;1;2022-01-01;156
NO se encontro empleado legajo;901095;1;2022-01-01;226
NO se encontro empleado legajo;901096;1;2022-01-01;156
NO se encontro empleado legajo;901096;1;2022-01-01;226
NO se encontro empleado legajo;901101;1;2022-01-01;156
NO se encontro empleado legajo;901101;1;2022-01-01;226
NO se encontro empleado legajo;901102;1;2022-01-01;156
NO se encontro empleado legajo;901102;1;2022-01-01;226
NO se encontro empleado legajo;901103;1;2022-01-01;156
NO se encontro empleado legajo;901103;1;2022-01-01;226
NO se encontro empleado legajo;901104;1;2022-01-01;156
NO se encontro empleado legajo;901104;1;2022-01-01;226
NO se encontro empleado legajo;901105;1;2022-01-01;156
NO se encontro empleado legajo;901105;1;2022-01-01;226
NO se encontro empleado legajo;901112;1;2022-01-01;156
NO se encontro empleado legajo;901112;1;2022-01-01;226
NO se encontro empleado legajo;901115;1;2022-01-01;156
NO se encontro empleado legajo;901115;1;2022-01-01;226
NO se encontro empleado legajo;901125;1;2022-02-14;156
NO se encontro empleado legajo;901125;1;2022-02-14;226
NO se encontro empleado legajo;901131;1;2022-02-01;156
NO se encontro empleado legajo;901131;1;2022-02-01;226
NO se encontro empleado legajo;901136;1;2022-02-01;156
NO se encontro empleado legajo;901136;1;2022-02-01;226
NO se encontro empleado legajo;901140;1;2022-02-01;156
NO se encontro empleado legajo;901140;1;2022-02-01;226
NO se encontro empleado legajo;901142;1;2022-02-01;156
NO se encontro empleado legajo;901142;1;2022-02-01;226
NO se encontro empleado legajo;901145;1;2022-02-01;156
NO se encontro empleado legajo;901145;1;2022-02-01;226
NO se encontro empleado legajo;901146;1;2022-02-01;156
NO se encontro empleado legajo;901146;1;2022-02-01;226
NO se encontro empleado legajo;901148;1;2022-02-01;156
NO se encontro empleado legajo;901148;1;2022-02-01;226
NO se encontro empleado legajo;901149;1;2022-02-01;156
NO se encontro empleado legajo;901149;1;2022-02-01;226
NO se encontro empleado legajo;901150;1;2022-02-01;156
NO se encontro empleado legajo;901150;1;2022-02-01;226
NO se encontro empleado legajo;901152;1;2022-02-01;156
NO se encontro empleado legajo;901152;1;2022-02-01;226
NO se encontro empleado legajo;901153;1;2022-02-01;156
NO se encontro empleado legajo;901153;1;2022-02-01;226
NO se encontro empleado legajo;901154;1;2022-02-01;156
NO se encontro empleado legajo;901154;1;2022-02-01;226
NO se encontro empleado legajo;901156;1;2022-02-01;156
NO se encontro empleado legajo;901156;1;2022-02-01;226
NO se encontro empleado legajo;901157;1;2022-02-01;156
NO se encontro empleado legajo;901157;1;2022-02-01;226
NO se encontro empleado legajo;901158;1;2022-02-01;156
NO se encontro empleado legajo;901158;1;2022-02-01;226
NO se encontro empleado legajo;901160;1;2022-02-01;156
NO se encontro empleado legajo;901160;1;2022-02-01;226
NO se encontro empleado legajo;901162;1;2022-02-01;156
NO se encontro empleado legajo;901162;1;2022-02-01;226
NO se encontro empleado legajo;901165;1;2022-02-01;156
NO se encontro empleado legajo;901165;1;2022-02-01;226
NO se encontro empleado legajo;901167;1;2022-02-01;156
NO se encontro empleado legajo;901167;1;2022-02-01;226
NO se encontro empleado legajo;901171;1;2022-02-01;156
NO se encontro empleado legajo;901171;1;2022-02-01;226
NO se encontro empleado legajo;901172;1;2022-02-01;156
NO se encontro empleado legajo;901172;1;2022-02-01;226
NO se encontro empleado legajo;901176;1;2022-02-01;156
NO se encontro empleado legajo;901176;1;2022-02-01;226
NO se encontro empleado legajo;901177;1;2022-02-01;156
NO se encontro empleado legajo;901177;1;2022-02-01;226
NO se encontro empleado legajo;901178;1;2022-02-01;156
NO se encontro empleado legajo;901178;1;2022-02-01;226
NO se encontro empleado legajo;901180;1;2022-02-01;156
NO se encontro empleado legajo;901180;1;2022-02-01;226
NO se encontro empleado legajo;901182;1;2022-02-01;156
NO se encontro empleado legajo;901182;1;2022-02-01;226
NO se encontro empleado legajo;901183;1;2022-02-01;156
NO se encontro empleado legajo;901183;1;2022-02-01;226
NO se encontro empleado legajo;901184;1;2022-02-01;156
NO se encontro empleado legajo;901184;1;2022-02-01;226
NO se encontro empleado legajo;901185;1;2022-02-01;156
NO se encontro empleado legajo;901185;1;2022-02-01;226
NO se encontro empleado legajo;901186;1;2022-02-01;156
NO se encontro empleado legajo;901186;1;2022-02-01;226
NO se encontro empleado legajo;901187;1;2022-02-01;156
NO se encontro empleado legajo;901187;1;2022-02-01;226
NO se encontro empleado legajo;901188;1;2022-02-01;156
NO se encontro empleado legajo;901188;1;2022-02-01;226
NO se encontro empleado legajo;901189;1;2022-02-01;156
NO se encontro empleado legajo;901189;1;2022-02-01;226
NO se encontro empleado legajo;901190;1;2022-02-01;156
NO se encontro empleado legajo;901190;1;2022-02-01;226
NO se encontro empleado legajo;901191;1;2022-02-01;156
NO se encontro empleado legajo;901191;1;2022-02-01;226
NO se encontro empleado legajo;901192;1;2022-02-01;156
NO se encontro empleado legajo;901192;1;2022-02-01;226
NO se encontro empleado legajo;901193;1;2022-02-01;156
NO se encontro empleado legajo;901193;1;2022-02-01;226
NO se encontro empleado legajo;901194;1;2022-02-01;156
NO se encontro empleado legajo;901194;1;2022-02-01;226
NO se encontro empleado legajo;901195;1;2022-02-01;156
NO se encontro empleado legajo;901195;1;2022-02-01;226
NO se encontro empleado legajo;901196;1;2022-02-01;156
NO se encontro empleado legajo;901196;1;2022-02-01;226
NO se encontro empleado legajo;901197;1;2022-02-01;156
NO se encontro empleado legajo;901197;1;2022-02-01;226
NO se encontro empleado legajo;901199;1;2022-02-01;156
NO se encontro empleado legajo;901199;1;2022-02-01;226
NO se encontro empleado legajo;901201;1;2022-02-01;156
NO se encontro empleado legajo;901201;1;2022-02-01;226
NO se encontro empleado legajo;901202;1;2022-02-01;156
NO se encontro empleado legajo;901202;1;2022-02-01;226
NO se encontro empleado legajo;901204;1;2022-02-01;156
NO se encontro empleado legajo;901204;1;2022-02-01;226
NO se encontro empleado legajo;901205;1;2022-02-01;156
NO se encontro empleado legajo;901205;1;2022-02-01;226
NO se encontro empleado legajo;901207;1;2022-02-01;156
NO se encontro empleado legajo;901207;1;2022-02-01;226
NO se encontro empleado legajo;901208;1;2022-02-01;156
NO se encontro empleado legajo;901208;1;2022-02-01;226
NO se encontro empleado legajo;901210;1;2022-02-01;156
NO se encontro empleado legajo;901210;1;2022-02-01;226
NO se encontro empleado legajo;901211;1;2022-02-01;156
NO se encontro empleado legajo;901211;1;2022-02-01;226
NO se encontro empleado legajo;901212;1;2022-02-01;156
NO se encontro empleado legajo;901212;1;2022-02-01;226
NO se encontro empleado legajo;901213;1;2022-02-01;156
NO se encontro empleado legajo;901213;1;2022-02-01;226
NO se encontro empleado legajo;901214;1;2022-02-01;156
NO se encontro empleado legajo;901214;1;2022-02-01;226
NO se encontro empleado legajo;901215;1;2022-02-01;156
NO se encontro empleado legajo;901215;1;2022-02-01;226
NO se encontro empleado legajo;901216;1;2022-02-01;156
NO se encontro empleado legajo;901216;1;2022-02-01;226
NO se encontro empleado legajo;901217;1;2022-02-01;156
NO se encontro empleado legajo;901217;1;2022-02-01;226
NO se encontro empleado legajo;901218;1;2022-02-01;156
NO se encontro empleado legajo;901218;1;2022-02-01;226
NO se encontro empleado legajo;901220;1;2022-02-01;156
NO se encontro empleado legajo;901220;1;2022-02-01;226
NO se encontro empleado legajo;901221;1;2022-02-01;156
NO se encontro empleado legajo;901221;1;2022-02-01;226
NO se encontro empleado legajo;901222;1;2022-02-01;156
NO se encontro empleado legajo;901222;1;2022-02-01;226
NO se encontro empleado legajo;901223;1;2022-02-01;156
NO se encontro empleado legajo;901223;1;2022-02-01;226
NO se encontro empleado legajo;901224;1;2022-02-01;156
NO se encontro empleado legajo;901224;1;2022-02-01;226
NO se encontro empleado legajo;901225;1;2022-02-01;156
NO se encontro empleado legajo;901225;1;2022-02-01;226
NO se encontro empleado legajo;901226;1;2022-02-01;156
NO se encontro empleado legajo;901226;1;2022-02-01;226
NO se encontro empleado legajo;901227;1;2022-02-01;156
NO se encontro empleado legajo;901227;1;2022-02-01;226
NO se encontro empleado legajo;901228;1;2022-02-01;156
NO se encontro empleado legajo;901228;1;2022-02-01;226
NO se encontro empleado legajo;901229;1;2022-02-01;156
NO se encontro empleado legajo;901229;1;2022-02-01;226
NO se encontro empleado legajo;901230;1;2022-02-01;156
NO se encontro empleado legajo;901230;1;2022-02-01;226
NO se encontro empleado legajo;901232;1;2022-02-01;156
NO se encontro empleado legajo;901232;1;2022-02-01;226
NO se encontro empleado legajo;901233;1;2022-02-01;156
NO se encontro empleado legajo;901233;1;2022-02-01;226
NO se encontro empleado legajo;901234;1;2022-02-01;156
NO se encontro empleado legajo;901234;1;2022-02-01;226
NO se encontro empleado legajo;901235;1;2022-02-01;156
NO se encontro empleado legajo;901235;1;2022-02-01;226
NO se encontro empleado legajo;901236;1;2022-02-01;156
NO se encontro empleado legajo;901236;1;2022-02-01;226
NO se encontro empleado legajo;901237;1;2022-02-01;156
NO se encontro empleado legajo;901237;1;2022-02-01;226
NO se encontro empleado legajo;901238;1;2022-02-01;156
NO se encontro empleado legajo;901238;1;2022-02-01;226
NO se encontro empleado legajo;901239;1;2022-02-01;156
NO se encontro empleado legajo;901239;1;2022-02-01;226
NO se encontro empleado legajo;901241;1;2022-02-01;156
NO se encontro empleado legajo;901241;1;2022-02-01;226
NO se encontro empleado legajo;901242;1;2022-02-01;156
NO se encontro empleado legajo;901242;1;2022-02-01;226
NO se encontro empleado legajo;901243;1;2022-02-01;156
NO se encontro empleado legajo;901243;1;2022-02-01;226
NO se encontro empleado legajo;901244;1;2022-02-01;156
NO se encontro empleado legajo;901244;1;2022-02-01;226
NO se encontro empleado legajo;901245;1;2022-02-01;156
NO se encontro empleado legajo;901245;1;2022-02-01;226
NO se encontro empleado legajo;901247;1;2022-02-01;156
NO se encontro empleado legajo;901247;1;2022-02-01;226
NO se encontro empleado legajo;901248;1;2022-02-01;156
NO se encontro empleado legajo;901248;1;2022-02-01;226
NO se encontro empleado legajo;901249;1;2022-02-01;156
NO se encontro empleado legajo;901249;1;2022-02-01;226
NO se encontro empleado legajo;901250;1;2022-02-01;156
NO se encontro empleado legajo;901250;1;2022-02-01;226
NO se encontro empleado legajo;901251;1;2022-02-01;156
NO se encontro empleado legajo;901251;1;2022-02-01;226
NO se encontro empleado legajo;901252;1;2022-02-01;156
NO se encontro empleado legajo;901252;1;2022-02-01;226
NO se encontro empleado legajo;901253;1;2022-02-01;156
NO se encontro empleado legajo;901253;1;2022-02-01;226
NO se encontro empleado legajo;901254;1;2022-02-01;156
NO se encontro empleado legajo;901254;1;2022-02-01;226
NO se encontro empleado legajo;901256;1;2022-02-01;156
NO se encontro empleado legajo;901256;1;2022-02-01;226
NO se encontro empleado legajo;901257;1;2022-02-01;156
NO se encontro empleado legajo;901257;1;2022-02-01;226
NO se encontro empleado legajo;901259;1;2022-02-01;156
NO se encontro empleado legajo;901259;1;2022-02-01;226
NO se encontro empleado legajo;901261;1;2022-02-01;156
NO se encontro empleado legajo;901261;1;2022-02-01;226
NO se encontro empleado legajo;901262;1;2022-02-01;156
NO se encontro empleado legajo;901262;1;2022-02-01;226
NO se encontro empleado legajo;901263;1;2022-02-01;156
NO se encontro empleado legajo;901263;1;2022-02-01;226
NO se encontro empleado legajo;901264;1;2022-02-01;156
NO se encontro empleado legajo;901264;1;2022-02-01;226
NO se encontro empleado legajo;901265;1;2022-02-01;156
NO se encontro empleado legajo;901265;1;2022-02-01;226
NO se encontro empleado legajo;901266;1;2022-02-01;156
NO se encontro empleado legajo;901266;1;2022-02-01;226
NO se encontro empleado legajo;901267;1;2022-02-01;156
NO se encontro empleado legajo;901267;1;2022-02-01;226
NO se encontro empleado legajo;901268;1;2022-02-01;156
NO se encontro empleado legajo;901268;1;2022-02-01;226
NO se encontro empleado legajo;901271;1;2022-02-01;156
NO se encontro empleado legajo;901271;1;2022-02-01;226
NO se encontro empleado legajo;901272;1;2022-02-01;156
NO se encontro empleado legajo;901272;1;2022-02-01;226
NO se encontro empleado legajo;901273;1;2022-02-01;156
NO se encontro empleado legajo;901273;1;2022-02-01;226
NO se encontro empleado legajo;901274;1;2022-02-01;156
NO se encontro empleado legajo;901274;1;2022-02-01;226
NO se encontro empleado legajo;901275;1;2022-02-01;156
NO se encontro empleado legajo;901275;1;2022-02-01;226
NO se encontro empleado legajo;901276;1;2022-02-01;156
NO se encontro empleado legajo;901276;1;2022-02-01;226
NO se encontro empleado legajo;901279;1;2022-02-01;156
NO se encontro empleado legajo;901279;1;2022-02-01;226
NO se encontro empleado legajo;901280;1;2022-02-01;156
NO se encontro empleado legajo;901280;1;2022-02-01;226
NO se encontro empleado legajo;901282;1;2022-02-01;156
NO se encontro empleado legajo;901282;1;2022-02-01;226
NO se encontro empleado legajo;901283;1;2022-02-01;156
NO se encontro empleado legajo;901283;1;2022-02-01;226
NO se encontro empleado legajo;901284;1;2022-02-01;156
NO se encontro empleado legajo;901284;1;2022-02-01;226
NO se encontro empleado legajo;901285;1;2022-02-01;156
NO se encontro empleado legajo;901285;1;2022-02-01;226
NO se encontro empleado legajo;901286;1;2022-02-01;156
NO se encontro empleado legajo;901286;1;2022-02-01;226
NO se encontro empleado legajo;901287;1;2022-02-01;156
NO se encontro empleado legajo;901287;1;2022-02-01;226
NO se encontro empleado legajo;901289;1;2022-02-01;156
NO se encontro empleado legajo;901289;1;2022-02-01;226
NO se encontro empleado legajo;901290;1;2022-02-01;156
NO se encontro empleado legajo;901290;1;2022-02-01;226
NO se encontro empleado legajo;901291;1;2022-02-01;156
NO se encontro empleado legajo;901291;1;2022-02-01;226
NO se encontro empleado legajo;901292;1;2022-02-01;156
NO se encontro empleado legajo;901292;1;2022-02-01;226
NO se encontro empleado legajo;901293;1;2022-02-01;156
NO se encontro empleado legajo;901293;1;2022-02-01;226
NO se encontro empleado legajo;901294;1;2022-02-01;156
NO se encontro empleado legajo;901294;1;2022-02-01;226
NO se encontro empleado legajo;901295;1;2022-02-01;156
NO se encontro empleado legajo;901295;1;2022-02-01;226
NO se encontro empleado legajo;901296;1;2022-02-01;156
NO se encontro empleado legajo;901296;1;2022-02-01;226
NO se encontro empleado legajo;901297;1;2022-02-01;156
NO se encontro empleado legajo;901297;1;2022-02-01;226
NO se encontro empleado legajo;901298;1;2022-02-01;156
NO se encontro empleado legajo;901298;1;2022-02-01;226
NO se encontro empleado legajo;901300;1;2022-02-01;156
NO se encontro empleado legajo;901300;1;2022-02-01;226
NO se encontro empleado legajo;901301;1;2022-02-01;156
NO se encontro empleado legajo;901301;1;2022-02-01;226
NO se encontro empleado legajo;901302;1;2022-02-01;156
NO se encontro empleado legajo;901302;1;2022-02-01;226
NO se encontro empleado legajo;901303;1;2022-02-01;156
NO se encontro empleado legajo;901303;1;2022-02-01;226
NO se encontro empleado legajo;901304;1;2022-02-01;156
NO se encontro empleado legajo;901304;1;2022-02-01;226
NO se encontro empleado legajo;901305;1;2022-02-01;156
NO se encontro empleado legajo;901305;1;2022-02-01;226
NO se encontro empleado legajo;901307;1;2022-02-01;156
NO se encontro empleado legajo;901307;1;2022-02-01;226
NO se encontro empleado legajo;901308;1;2022-02-01;156
NO se encontro empleado legajo;901308;1;2022-02-01;226
NO se encontro empleado legajo;901309;1;2022-02-01;156
NO se encontro empleado legajo;901309;1;2022-02-01;226
NO se encontro empleado legajo;901310;1;2022-02-01;156
NO se encontro empleado legajo;901310;1;2022-02-01;226
NO se encontro empleado legajo;901312;1;2022-02-01;156
NO se encontro empleado legajo;901312;1;2022-02-01;226
NO se encontro empleado legajo;901313;1;2022-02-01;156
NO se encontro empleado legajo;901313;1;2022-02-01;226
NO se encontro empleado legajo;901314;1;2022-02-01;156
NO se encontro empleado legajo;901314;1;2022-02-01;226
NO se encontro empleado legajo;901315;1;2022-02-01;156
NO se encontro empleado legajo;901315;1;2022-02-01;226
NO se encontro empleado legajo;901316;1;2022-02-01;156
NO se encontro empleado legajo;901316;1;2022-02-01;226
NO se encontro empleado legajo;901317;1;2022-02-01;156
NO se encontro empleado legajo;901317;1;2022-02-01;226
NO se encontro empleado legajo;901318;1;2022-02-01;156
NO se encontro empleado legajo;901318;1;2022-02-01;226
NO se encontro empleado legajo;901320;1;2022-02-01;156
NO se encontro empleado legajo;901320;1;2022-02-01;226
NO se encontro empleado legajo;901321;1;2022-02-01;156
NO se encontro empleado legajo;901321;1;2022-02-01;226
NO se encontro empleado legajo;901322;1;2022-02-01;156
NO se encontro empleado legajo;901322;1;2022-02-01;226
NO se encontro empleado legajo;901324;1;2022-02-01;156
NO se encontro empleado legajo;901324;1;2022-02-01;226
NO se encontro empleado legajo;901325;1;2022-02-01;156
NO se encontro empleado legajo;901325;1;2022-02-01;226
NO se encontro empleado legajo;901326;1;2022-02-01;156
NO se encontro empleado legajo;901326;1;2022-02-01;226
NO se encontro empleado legajo;901327;1;2022-02-01;156
NO se encontro empleado legajo;901327;1;2022-02-01;226
NO se encontro empleado legajo;901328;1;2022-02-01;156
NO se encontro empleado legajo;901328;1;2022-02-01;226
NO se encontro empleado legajo;901329;1;2022-02-01;156
NO se encontro empleado legajo;901329;1;2022-02-01;226
NO se encontro empleado legajo;901330;1;2022-02-01;156
NO se encontro empleado legajo;901330;1;2022-02-01;226
NO se encontro empleado legajo;901331;1;2022-02-01;156
NO se encontro empleado legajo;901331;1;2022-02-01;226
NO se encontro empleado legajo;901332;1;2022-02-01;156
NO se encontro empleado legajo;901332;1;2022-02-01;226
NO se encontro empleado legajo;901334;1;2022-02-01;156
