CONCEPTO;TIPO_FORMULA;FORMULA;PLANTA_PERSONAL;DESCR_PLANTA;CANTIDAD
5170;1;5171;1;PLANTA PERMANENTE;7
5170;1;5172;1;PLANTA PERMANENTE;7
5170;1;5173;1;PLANTA PERMANENTE;7
5170;1;5171;1;PLANTA PERMANENTE;4075
5170;1;5172;1;PLANTA PERMANENTE;4075
5170;1;5173;1;PLANTA PERMANENTE;4075
5174;2;1;1;PLANTA PERMANENTE;86
5175;2;1;1;PLANTA PERMANENTE;1
5175;2;1;1;PLANTA PERMANENTE;506
5176;3;5101;1;PLANTA PERMANENTE;3670
5177;1;5176;1;PLANTA PERMANENTE;3670
5178;5;51761;1;PLANTA PERMANENTE;3670
5180;2;1;1;PLANTA PERMANENTE;6
5181;2;1;1;PLANTA PERMANENTE;70
1007;3;1001;3;PREJUBILADOS;2
1008;1;1008;3;PREJUBILADOS;2
1015;3;1001;3;PREJUBILADOS;2
1024;1;1065;3;PREJUBILADOS;1
1026;2;1;3;PREJUBILADOS;3
1031;1;1031;3;PREJUBILADOS;4
1035;2;1;3;PREJUBILADOS;7
1049;2;1;3;PREJUBILADOS;17
1054;2;1;3;PREJUBILADOS;1
1058;2;1;3;PREJUBILADOS;8
1065;1;1065;3;PREJUBILADOS;1
1070;3;1001;3;PREJUBILADOS;1
1073;2;1;3;PREJUBILADOS;4
1078;2;1;3;PREJUBILADOS;10
1081;2;1;3;PREJUBILADOS;2
1082;2;1;3;PREJUBILADOS;128
2002;1;2002;3;PREJUBILADOS;1
2003;1;2003;3;PREJUBILADOS;1
2076;1;2076;3;PREJUBILADOS;1
2077;1;2077;3;PREJUBILADOS;1
2078;1;2078;3;PREJUBILADOS;1
2080;1;2080;3;PREJUBILADOS;1
2080;1;20801;3;PREJUBILADOS;1
2081;1;2081;3;PREJUBILADOS;1
2081;1;20811;3;PREJUBILADOS;1
2082;1;2082;3;PREJUBILADOS;1
3040;1;3040;3;PREJUBILADOS;7
3041;1;3041;3;PREJUBILADOS;8
3043;1;3043;3;PREJUBILADOS;7
3052;1;3052;3;PREJUBILADOS;2
3084;1;3084;3;PREJUBILADOS;7
3085;1;3085;3;PREJUBILADOS;7
3086;1;3086;3;PREJUBILADOS;1
3087;1;3087;3;PREJUBILADOS;7
3101;1;31011;3;PREJUBILADOS;132
3101;2;1;3;PREJUBILADOS;1
3101;5;3101;3;PREJUBILADOS;133
4040;1;4040;3;PREJUBILADOS;6
4041;1;4041;3;PREJUBILADOS;7
4084;1;4084;3;PREJUBILADOS;7
4085;1;4085;3;PREJUBILADOS;7
5017;2;1;3;PREJUBILADOS;2
5053;2;1;3;PREJUBILADOS;1
5054;3;5054;3;PREJUBILADOS;1
5101;3;5101;3;PREJUBILADOS;132
5101;3;5123;3;PREJUBILADOS;132
5102;3;5102;3;PREJUBILADOS;132
5103;3;5103;3;PREJUBILADOS;132
5103;3;5125;3;PREJUBILADOS;132
5104;3;5104;3;PREJUBILADOS;132
5104;3;5126;3;PREJUBILADOS;132
5105;3;5105;3;PREJUBILADOS;132
5106;1;5106;3;PREJUBILADOS;133
5107;1;51713;3;PREJUBILADOS;132
5107;1;51723;3;PREJUBILADOS;132
5107;1;51733;3;PREJUBILADOS;132
5109;1;5027;3;PREJUBILADOS;132
5109;1;51800;3;PREJUBILADOS;132
5109;1;51801;3;PREJUBILADOS;133
5109;1;51802;3;PREJUBILADOS;133
5109;1;51803;3;PREJUBILADOS;132
5109;3;5123;3;PREJUBILADOS;132
5110;1;51101;3;PREJUBILADOS;132
5111;4;81;3;PREJUBILADOS;133
5124;1;51093;3;PREJUBILADOS;132
5131;1;51301;3;PREJUBILADOS;133
5132;1;51304;3;PREJUBILADOS;133
5136;1;51305;3;PREJUBILADOS;133
5139;1;51311;3;PREJUBILADOS;132
5152;2;1;3;PREJUBILADOS;437
5170;1;5171;3;PREJUBILADOS;133
5170;1;5172;3;PREJUBILADOS;133
5170;1;5173;3;PREJUBILADOS;133
5174;2;1;3;PREJUBILADOS;6
5176;3;5101;3;PREJUBILADOS;132
5177;1;5176;3;PREJUBILADOS;132
5178;5;51761;3;PREJUBILADOS;132
5180;2;1;3;PREJUBILADOS;1
5181;2;1;3;PREJUBILADOS;12
